,attribute1,attribute2,attribute3,attribute4,attribute5,attribute6,attribute7,attribute8,class
711,0.422,0.48,0.006,0.472,0.3864,0.4816,0.393,0.463,1
712,0.316,0.42,0.008,0.29,0.48719999999999997,0.33039999999999997,0.316,0.378,1
713,0.234,0.345,0.008,0.238,0.742,0.7756000000000001,0.225,0.275,2
714,0.132,0.221,0.011,0.278,0.8021999999999999,0.7168,0.133,0.189,1
715,0.161,0.258,0.011,0.323,0.3962,0.273,0.179,0.223,1
716,0.158,0.265,0.01,0.234,0.4214,0.2996,0.148,0.223,1
717,0.258,0.38,0.008,0.218,0.301,0.2086,0.332,0.24,2
718,0.305,0.417,0.007,0.25,0.33599999999999997,0.4816,0.377,0.326,1
719,0.219,0.312,0.01,0.367,0.3206,0.2996,0.225,0.275,1
720,0.302,0.412,0.009,0.254,0.37660000000000005,0.3598,0.377,0.326,1
721,0.302,0.419,0.01,0.129,0.37660000000000005,0.2996,0.301,0.343,1
722,0.448,0.574,0.008,0.101,0.3066,0.273,0.484,0.463,2
723,0.542,0.646,0.006,0.371,0.2464,0.182,0.545,0.583,1
724,0.507,0.609,0.005,0.302,0.2212,0.2996,0.484,0.515,2
725,0.501,0.617,0.004,0.133,0.6272,0.6244000000000001,0.469,0.549,2
726,0.35,0.42,0.007,0.379,0.9982,0.7462000000000001,0.377,0.412,1
727,0.286,0.339,0.01,0.444,0.602,0.5684,0.347,0.326,1
728,0.305,0.389,0.011,0.379,0.3514,0.3598,0.393,0.292,1
729,0.388,0.427,0.009,0.415,0.3458,0.2996,0.439,0.378,1
730,0.349,0.427,0.007,0.278,0.5922000000000001,0.924,0.362,0.326,1
731,0.079,0.18,0.008,0.101,1.0,0.924,0.148,0.12,1
732,0.078,0.179,0.01,0.274,0.8231999999999999,0.6902,0.133,0.12,1
733,0.089,0.191,0.013,0.351,0.6272,0.38920000000000005,0.118,0.137,1
734,0.172,0.27,0.014,0.335,0.4158,0.3598,0.179,0.24,1
735,0.236,0.352,0.012,0.238,0.45640000000000003,0.44520000000000004,0.225,0.275,1
736,0.312,0.429,0.007,0.149,0.48719999999999997,0.6902,0.301,0.378,2
737,0.207,0.274,0.011,0.327,1.0,0.9842,0.316,0.206,1
738,0.121,0.198,0.012,0.448,0.2716,0.38920000000000005,0.179,0.12,1
739,0.225,0.301,0.01,0.456,0.33599999999999997,0.33039999999999997,0.393,0.189,1
740,0.456,0.523,0.009,0.464,0.3808,0.33039999999999997,0.5,0.463,1
741,0.507,0.556,0.008,0.391,0.231,0.23800000000000002,0.561,0.48,1
742,0.543,0.645,0.006,0.359,0.3318,0.2086,0.515,0.583,2
743,0.456,0.513,0.006,0.383,0.7126,0.6902,0.484,0.446,1
744,0.263,0.348,0.009,0.444,0.5068,0.4158,0.316,0.292,1
745,0.328,0.417,0.008,0.298,0.5614,0.5376000000000001,0.332,0.326,2
746,0.144,0.225,0.011,0.351,0.7182000000000001,0.5978,0.179,0.189,1
747,0.118,0.224,0.011,0.246,0.47740000000000005,0.2996,0.118,0.189,1
748,0.169,0.267,0.011,0.25,0.6272,0.6538,0.148,0.24,1
749,0.107,0.197,0.013,0.371,0.427,0.4158,0.225,0.12,1
750,0.272,0.353,0.011,0.367,0.5474,0.5082,0.286,0.326,1
751,0.299,0.381,0.01,0.363,0.37660000000000005,0.38920000000000005,0.469,0.275,1
752,0.538,0.556,0.006,0.431,0.3164,0.4816,0.561,0.566,1
753,0.535,0.587,0.007,0.444,0.2408,0.273,0.53,0.549,1
754,0.478,0.56,0.009,0.411,0.23520000000000002,0.2086,0.484,0.463,1
755,0.449,0.548,0.009,0.31,0.371,0.273,0.439,0.515,1
756,0.416,0.532,0.008,0.129,0.6426000000000001,0.5978,0.362,0.48,2
757,0.371,0.479,0.011,0.343,0.602,0.5376000000000001,0.347,0.446,1
758,0.331,0.449,0.011,0.254,0.27580000000000005,0.2086,0.286,0.395,1
759,0.35,0.465,0.011,0.121,0.3318,0.33039999999999997,0.301,0.429,1
760,0.344,0.44,0.011,0.282,0.28140000000000004,0.273,0.316,0.412,1
761,0.331,0.428,0.011,0.294,0.3108,0.23800000000000002,0.347,0.378,1
762,0.352,0.457,0.01,0.262,0.5012,0.5082,0.301,0.412,1
763,0.321,0.435,0.01,0.262,0.392,0.3598,0.301,0.395,1
764,0.308,0.372,0.01,0.371,0.5166,0.5376000000000001,0.332,0.36,1
765,0.253,0.354,0.01,0.399,0.2912,0.2086,0.316,0.275,1
766,0.39,0.479,0.009,0.278,0.3668,0.5082,0.408,0.429,1
767,0.362,0.458,0.01,0.335,0.41159999999999997,0.44520000000000004,0.362,0.395,1
768,0.364,0.467,0.011,0.242,0.5866,0.6244000000000001,0.377,0.412,1
769,0.464,0.555,0.009,0.319,0.37660000000000005,0.23800000000000002,0.561,0.463,1
770,0.595,0.627,0.007,0.367,0.3416,0.38920000000000005,0.606,0.601,1
771,0.482,0.529,0.009,0.456,0.37660000000000005,0.33039999999999997,0.5,0.498,1
772,0.52,0.608,0.008,0.323,0.32620000000000005,0.38920000000000005,0.53,0.566,2
773,0.461,0.538,0.007,0.29,0.8834,0.6538,0.469,0.515,1
774,0.409,0.476,0.01,0.351,0.3962,0.5376000000000001,0.469,0.412,1
775,0.393,0.418,0.012,0.46,0.5124,0.5978,0.454,0.378,2
776,0.362,0.43,0.013,0.323,0.2716,0.23800000000000002,0.347,0.412,1
777,0.362,0.453,0.011,0.367,0.3514,0.3598,0.423,0.36,1
778,0.454,0.559,0.007,0.226,0.3416,0.5082,0.408,0.498,2
779,0.356,0.462,0.007,0.278,0.5922000000000001,0.44520000000000004,0.332,0.412,1
780,0.432,0.547,0.007,0.254,0.5824,0.4158,0.454,0.446,2
781,0.49,0.592,0.006,0.25,0.5824,0.5376000000000001,0.454,0.515,2
782,0.44,0.501,0.009,0.387,0.32620000000000005,0.38920000000000005,0.5,0.446,1
783,0.489,0.528,0.007,0.411,0.45220000000000005,0.3598,0.484,0.532,1
784,0.426,0.474,0.008,0.387,0.7028,0.5978,0.469,0.446,1
785,0.348,0.392,0.01,0.411,0.497,0.3598,0.423,0.343,1
786,0.403,0.428,0.011,0.452,0.3962,0.2996,0.408,0.412,1
787,0.482,0.492,0.009,0.431,0.5418000000000001,0.4158,0.576,0.48,1
788,0.495,0.516,0.009,0.379,0.4158,0.4816,0.637,0.463,1
789,0.588,0.583,0.009,0.464,0.6524000000000001,0.8316,0.591,0.583,2
790,0.552,0.522,0.008,0.484,0.41159999999999997,0.2996,0.637,0.532,1
791,0.569,0.568,0.009,0.48,0.3066,0.2996,0.622,0.566,1
792,0.555,0.589,0.009,0.375,0.5516000000000001,0.4816,0.576,0.549,1
793,0.55,0.618,0.007,0.254,0.5978,0.6244000000000001,0.561,0.532,2
794,0.343,0.409,0.01,0.323,1.0,0.8021999999999999,0.377,0.36,1
795,0.311,0.342,0.012,0.46,0.392,0.4158,0.362,0.343,1
796,0.452,0.455,0.01,0.476,0.6174,0.6538,0.591,0.463,1
797,0.547,0.613,0.008,0.319,0.392,0.33039999999999997,0.561,0.549,1
798,0.49,0.604,0.01,0.121,0.49139999999999995,0.38920000000000005,0.5,0.532,2
799,0.476,0.563,0.011,0.194,0.427,0.33039999999999997,0.622,0.498,1
800,0.62,0.613,0.008,0.375,0.1995,0.195,0.698,0.583,1
801,0.666,0.63,0.006,0.387,0.624,0.891,0.668,0.652,1
802,0.537,0.539,0.009,0.395,0.489,0.7005,0.606,0.498,1
803,0.525,0.53,0.009,0.427,0.5265,0.477,0.591,0.515,1
804,0.555,0.58,0.007,0.335,0.5489999999999999,0.477,0.5,0.618,2
805,0.522,0.552,0.008,0.423,0.753,0.6405,0.53,0.532,1
806,0.589,0.514,0.009,0.48,0.366,0.477,0.729,0.515,1
807,0.692,0.584,0.006,0.468,0.49950000000000006,0.516,0.744,0.618,1
808,0.626,0.623,0.004,0.44,0.7635000000000001,0.7995000000000001,0.698,0.635,1
809,0.539,0.568,0.007,0.391,0.6075,0.669,0.545,0.532,1
810,0.569,0.547,0.009,0.411,0.46799999999999997,0.516,0.606,0.532,2
811,0.614,0.512,0.009,0.48,0.5429999999999999,0.5445,0.698,0.549,1
812,0.678,0.564,0.008,0.452,0.6990000000000001,0.669,0.698,0.635,1
813,0.642,0.648,0.009,0.347,0.4305,0.5445,0.622,0.721,2
814,0.576,0.685,0.009,0.21,0.26849999999999996,0.255,0.576,0.618,2
815,0.625,0.757,0.006,0.202,0.3285,0.354,0.576,0.686,2
816,0.668,0.799,0.003,0.177,0.47850000000000004,0.354,0.606,0.738,2
817,0.469,0.514,0.005,0.355,1.0,0.99,0.606,0.498,1
818,0.428,0.421,0.01,0.399,0.516,0.5445,0.469,0.412,1
819,0.408,0.43,0.011,0.48,0.666,0.477,0.454,0.446,1
820,0.381,0.405,0.012,0.46,0.4245,0.2925,0.377,0.429,1
821,0.413,0.537,0.01,0.121,0.48450000000000004,0.321,0.362,0.498,1
822,0.416,0.539,0.009,0.109,0.7155,0.609,0.362,0.498,1
823,0.404,0.486,0.009,0.185,0.855,0.5445,0.393,0.463,1
824,0.428,0.472,0.009,0.46,0.46199999999999997,0.3855,0.439,0.446,1
825,0.504,0.538,0.009,0.319,0.46799999999999997,0.41700000000000004,0.591,0.48,1
826,0.596,0.627,0.008,0.323,0.43499999999999994,0.477,0.591,0.583,2
827,0.535,0.559,0.01,0.335,0.495,0.516,0.53,0.515,2
828,0.54,0.482,0.01,0.44,0.26849999999999996,0.3855,0.591,0.48,1
829,0.661,0.645,0.007,0.407,0.3765,0.354,0.744,0.635,1
830,0.719,0.676,0.006,0.383,0.40800000000000003,0.4455,0.713,0.669,2
831,0.631,0.691,0.006,0.347,0.393,0.321,0.622,0.686,2
832,0.566,0.701,0.006,0.194,0.162,0.162,0.53,0.601,2
833,0.597,0.735,0.006,0.202,0.22649999999999998,0.255,0.53,0.669,2
834,0.587,0.674,0.007,0.258,0.3165,0.477,0.576,0.601,2
835,0.593,0.578,0.008,0.452,0.34950000000000003,0.3855,0.576,0.566,1
836,0.611,0.574,0.01,0.415,0.22049999999999997,0.195,0.622,0.566,1
837,0.64,0.591,0.01,0.391,0.1665,0.162,0.606,0.686,2
838,0.662,0.633,0.008,0.339,0.26849999999999996,0.195,0.652,0.669,1
839,0.683,0.635,0.006,0.278,0.2475,0.321,0.713,0.635,1
840,0.736,0.679,0.006,0.306,0.387,0.4455,0.713,0.721,1
841,0.606,0.661,0.005,0.286,0.8220000000000001,0.768,0.698,0.566,2
842,0.56,0.59,0.007,0.435,0.4035,0.354,0.576,0.515,2
843,0.603,0.7,0.005,0.262,0.48450000000000004,0.477,0.561,0.669,2
844,0.606,0.611,0.009,0.403,0.7155,0.609,0.606,0.601,2
845,0.657,0.623,0.009,0.48,0.3285,0.41700000000000004,0.729,0.601,1
846,0.759,0.667,0.008,0.48,0.6885,0.6405,0.713,0.755,2
847,0.696,0.622,0.009,0.411,0.36,0.4455,0.713,0.704,2
848,0.735,0.766,0.007,0.359,0.6075,0.5760000000000001,0.759,0.755,2
849,0.7,0.674,0.008,0.431,0.645,0.7395,0.713,0.704,1
850,0.638,0.587,0.01,0.46,0.672,0.768,0.652,0.618,1
851,0.692,0.594,0.01,0.46,0.2955,0.3855,0.729,0.635,1
852,0.721,0.643,0.008,0.319,0.6345,0.609,0.713,0.789,1
853,0.601,0.577,0.008,0.294,0.5055000000000001,0.5760000000000001,0.591,0.583,2
854,0.578,0.543,0.007,0.48,0.41400000000000003,0.5760000000000001,0.637,0.515,1
855,0.673,0.597,0.007,0.427,0.8175000000000001,0.7395,0.683,0.669,1
856,0.613,0.525,0.008,0.423,0.4515,0.3855,0.606,0.618,1
857,0.701,0.601,0.008,0.419,0.42000000000000004,0.7395,0.82,0.618,2
858,0.798,0.759,0.006,0.435,0.1875,0.22349999999999998,0.79,0.721,2
859,0.859,0.78,0.005,0.48,0.5115000000000001,0.3855,0.835,0.841,1
860,0.686,0.638,0.008,0.448,0.6555,0.5445,0.774,0.669,1
861,0.65,0.581,0.009,0.452,0.3225,0.255,0.652,0.635,1
862,0.709,0.611,0.01,0.452,0.333,0.3855,0.713,0.669,1
863,0.725,0.667,0.009,0.456,0.5700000000000001,0.5445,0.713,0.704,1
864,0.75,0.71,0.008,0.403,0.5700000000000001,0.4455,0.729,0.772,2
865,0.749,0.835,0.006,0.254,0.4575,0.3855,0.698,0.806,2
866,0.699,0.81,0.006,0.153,0.366,0.41700000000000004,0.652,0.755,2
867,0.649,0.773,0.007,0.23,0.4515,0.3855,0.591,0.704,2
868,0.591,0.703,0.009,0.27,0.4035,0.3855,0.515,0.669,2
869,0.608,0.728,0.009,0.206,0.29100000000000004,0.255,0.545,0.686,2
870,0.672,0.718,0.008,0.31,0.366,0.321,0.668,0.704,1
871,0.699,0.757,0.008,0.343,0.22649999999999998,0.2925,0.683,0.686,1
872,0.745,0.729,0.009,0.375,0.22049999999999997,0.162,0.744,0.704,1
873,0.78,0.724,0.008,0.379,0.135,0.195,0.774,0.721,1
874,0.794,0.704,0.007,0.448,0.264,0.22349999999999998,0.759,0.789,1
875,0.788,0.779,0.008,0.407,0.22049999999999997,0.195,0.759,0.789,1
876,0.792,0.815,0.008,0.351,0.23099999999999998,0.162,0.744,0.806,1
877,0.803,0.796,0.007,0.367,0.21449999999999997,0.255,0.805,0.772,1
878,0.832,0.774,0.006,0.48,0.393,0.354,0.79,0.806,1
879,0.801,0.752,0.007,0.44,0.258,0.2925,0.774,0.755,1
880,0.774,0.759,0.008,0.415,0.40800000000000003,0.3855,0.759,0.772,1
881,0.754,0.735,0.009,0.375,0.41400000000000003,0.354,0.713,0.738,1
882,0.787,0.771,0.009,0.367,0.28500000000000003,0.321,0.744,0.824,1
883,0.782,0.799,0.008,0.31,0.3015,0.2925,0.744,0.772,2
884,0.798,0.846,0.006,0.343,0.34950000000000003,0.41700000000000004,0.759,0.789,2
885,0.815,0.847,0.006,0.278,0.3165,0.2925,0.759,0.824,2
886,0.819,0.813,0.007,0.31,0.258,0.195,0.82,0.772,1
887,0.852,0.858,0.006,0.31,0.4455,0.477,0.805,0.841,2
888,0.826,0.813,0.005,0.343,0.333,0.354,0.805,0.806,2
889,0.843,0.759,0.006,0.395,0.23099999999999998,0.255,0.835,0.824,1
890,0.836,0.827,0.007,0.399,0.237,0.5760000000000001,0.835,0.806,2
891,0.911,0.864,0.006,0.444,0.387,0.321,0.912,0.909,1
892,0.943,0.911,0.005,0.444,0.393,0.354,0.866,0.978,1
893,0.865,0.914,0.006,0.407,0.40800000000000003,0.7395,0.851,0.841,2
894,0.896,0.917,0.007,0.395,0.3285,0.321,0.881,0.927,1
895,0.873,0.864,0.008,0.383,0.48450000000000004,0.354,0.82,0.892,2
896,0.826,0.897,0.007,0.399,0.5325,0.669,0.835,0.824,2
897,0.837,0.888,0.008,0.411,0.381,0.5445,0.82,0.806,2
898,0.831,0.796,0.009,0.48,0.29100000000000004,0.321,0.79,0.841,1
899,0.843,0.877,0.008,0.48,0.381,0.41700000000000004,0.805,0.858,1
900,0.897,0.931,0.007,0.399,0.4455,0.2925,0.866,0.909,1
901,0.881,0.927,0.007,0.387,0.44099999999999995,0.6405,0.851,0.892,2
902,0.814,0.892,0.007,0.363,0.2475,0.2925,0.805,0.841,1
903,0.882,0.936,0.006,0.391,0.495,0.5760000000000001,0.881,0.875,2
904,0.839,0.81,0.006,0.44,0.618,0.5760000000000001,0.881,0.841,1
905,0.759,0.782,0.008,0.435,0.48450000000000004,0.3855,0.744,0.772,2
906,0.73,0.752,0.009,0.48,0.49950000000000006,0.4455,0.698,0.738,1
907,0.744,0.79,0.009,0.391,0.2415,0.195,0.774,0.738,2
908,0.8,0.823,0.008,0.444,0.252,0.195,0.759,0.806,1
909,0.801,0.809,0.008,0.423,0.49950000000000006,0.516,0.79,0.789,1
910,0.872,0.902,0.007,0.335,0.339,0.7005,0.835,0.875,2
911,0.847,0.882,0.008,0.371,0.312,0.255,0.835,0.824,1
912,0.819,0.9,0.008,0.282,0.489,0.3855,0.774,0.841,2
913,0.849,0.94,0.008,0.29,0.495,0.41700000000000004,0.82,0.858,2
914,0.885,0.945,0.007,0.343,0.6075,0.4455,0.851,0.909,1
915,0.918,0.977,0.007,0.419,0.393,0.3855,0.881,0.944,1
916,0.881,0.875,0.008,0.419,0.4245,0.41700000000000004,0.866,0.841,1
917,0.884,0.902,0.008,0.452,0.23099999999999998,0.22349999999999998,0.851,0.875,1
918,0.91,0.941,0.008,0.444,0.3765,0.2925,0.881,0.909,1
919,0.916,0.957,0.007,0.387,0.339,0.255,0.866,0.909,1
920,0.897,0.934,0.007,0.403,0.3225,0.22349999999999998,0.866,0.875,1
921,0.907,0.938,0.007,0.306,0.258,0.22349999999999998,0.866,0.909,1
922,0.891,0.953,0.008,0.274,0.264,0.22349999999999998,0.835,0.927,2
923,0.864,0.949,0.008,0.323,0.252,0.255,0.805,0.892,2
924,0.875,0.943,0.008,0.286,0.21449999999999997,0.162,0.82,0.892,1
925,0.873,0.929,0.008,0.387,0.42000000000000004,0.41700000000000004,0.82,0.858,2
926,0.913,0.985,0.007,0.383,0.36,0.321,0.866,0.927,1
927,0.952,0.968,0.007,0.367,0.40800000000000003,0.255,0.912,0.944,1
928,0.951,0.964,0.007,0.391,0.312,0.255,0.897,0.944,1
929,0.904,0.96,0.007,0.415,0.27449999999999997,0.2925,0.881,0.944,2
930,0.849,0.961,0.008,0.266,0.252,0.255,0.774,0.909,2
931,0.821,0.849,0.01,0.375,0.3975,0.255,0.759,0.824,1
932,0.798,0.803,0.01,0.399,0.333,0.22349999999999998,0.744,0.841,1
933,0.793,0.803,0.01,0.472,0.40800000000000003,0.354,0.759,0.806,1
934,0.808,0.85,0.009,0.431,0.3165,0.255,0.79,0.824,2
935,0.872,0.944,0.008,0.258,0.2415,0.195,0.82,0.875,1
936,0.908,0.966,0.008,0.274,0.2415,0.195,0.881,0.927,1
937,0.894,0.92,0.009,0.435,0.26849999999999996,0.2925,0.866,0.909,1
938,0.812,0.81,0.01,0.48,0.339,0.195,0.79,0.824,1
939,0.781,0.783,0.009,0.472,0.1935,0.162,0.759,0.772,1
940,0.801,0.84,0.009,0.427,0.279,0.22349999999999998,0.774,0.806,1
941,0.81,0.827,0.008,0.399,0.3705,0.321,0.79,0.806,1
942,0.802,0.849,0.007,0.335,0.41400000000000003,0.354,0.774,0.789,1
943,0.792,0.848,0.008,0.331,0.44099999999999995,0.321,0.744,0.858,2
944,0.689,0.793,0.009,0.27,0.3765,0.321,0.652,0.755,2
945,0.743,0.857,0.008,0.185,0.3015,0.22349999999999998,0.683,0.806,2
946,0.78,0.845,0.009,0.339,0.183,0.162,0.744,0.806,1
947,0.802,0.874,0.007,0.371,0.42000000000000004,0.354,0.759,0.841,1
948,0.842,0.889,0.004,0.395,0.28500000000000003,0.321,0.851,0.824,1
949,0.864,0.936,0.005,0.387,0.3435,0.2925,0.82,0.875,1
950,0.801,0.848,0.008,0.395,0.46199999999999997,0.354,0.79,0.841,2
951,0.741,0.807,0.009,0.423,0.23099999999999998,0.255,0.713,0.755,2
952,0.773,0.881,0.008,0.27,0.26849999999999996,0.195,0.744,0.824,2
953,0.812,0.863,0.008,0.395,0.366,0.3855,0.774,0.841,2
954,0.784,0.803,0.009,0.431,0.1875,0.22349999999999998,0.759,0.755,1
955,0.807,0.841,0.009,0.427,0.17250000000000001,0.1305,0.774,0.789,1
956,0.816,0.866,0.009,0.415,0.28500000000000003,0.2925,0.805,0.789,1
957,0.867,0.924,0.008,0.444,0.312,0.321,0.881,0.875,2
958,0.9,0.959,0.007,0.387,0.26849999999999996,0.2925,0.881,0.892,1
959,0.888,0.924,0.008,0.383,0.22049999999999997,0.195,0.835,0.892,1
960,0.871,0.95,0.008,0.319,0.2576,0.2384,0.82,0.892,2
961,0.866,0.934,0.007,0.298,0.28159999999999996,0.2384,0.82,0.909,2
962,0.884,0.924,0.007,0.302,0.4816,0.37759999999999994,0.82,0.892,1
963,0.878,0.934,0.007,0.339,0.3376,0.4112,0.835,0.892,2
964,0.878,0.92,0.007,0.363,0.2928,0.20800000000000002,0.82,0.875,1
965,0.876,0.94,0.008,0.315,0.36160000000000003,0.312,0.82,0.892,2
966,0.821,0.931,0.009,0.347,0.4064,1.0,0.759,0.858,2
967,0.756,0.798,0.011,0.419,0.47039999999999993,0.3424,0.698,0.772,1
968,0.72,0.764,0.01,0.48,0.3792,0.3424,0.698,0.721,1
969,0.764,0.812,0.008,0.448,0.3952,0.2384,0.805,0.755,1
970,0.84,0.906,0.008,0.371,0.22879999999999998,0.1728,0.82,0.841,1
971,0.853,0.929,0.007,0.306,0.2976,0.2384,0.79,0.892,1
972,0.836,0.92,0.007,0.274,0.2576,0.272,0.79,0.858,1
973,0.797,0.788,0.008,0.403,0.5168,0.44480000000000003,0.759,0.806,2
974,0.72,0.744,0.008,0.44,0.2976,0.272,0.683,0.704,1
975,0.728,0.757,0.008,0.444,0.24159999999999998,0.312,0.729,0.721,1
976,0.757,0.774,0.007,0.431,0.4816,0.47519999999999996,0.759,0.755,1
977,0.786,0.866,0.008,0.286,0.2976,0.2384,0.759,0.806,2
978,0.792,0.9,0.008,0.149,0.28159999999999996,0.20800000000000002,0.759,0.841,1
979,0.812,0.895,0.008,0.27,0.39039999999999997,0.37759999999999994,0.805,0.824,1
980,0.85,0.915,0.006,0.298,0.5328,0.47519999999999996,0.805,0.892,2
981,0.789,0.801,0.007,0.327,0.2464,0.272,0.774,0.755,1
982,0.834,0.876,0.006,0.335,0.4416,0.37759999999999994,0.851,0.841,1
983,0.833,0.876,0.006,0.31,0.5216000000000001,0.5808,0.805,0.858,1
984,0.661,0.669,0.01,0.391,0.6832,0.5088,0.652,0.686,1
985,0.645,0.67,0.011,0.435,0.19519999999999998,0.20800000000000002,0.622,0.652,2
986,0.649,0.772,0.009,0.254,0.36160000000000003,0.2384,0.591,0.721,2
987,0.678,0.807,0.009,0.173,0.4192,0.3424,0.606,0.738,2
988,0.699,0.776,0.009,0.282,0.2752,0.1728,0.668,0.721,1
989,0.729,0.769,0.008,0.335,0.22879999999999998,0.2384,0.774,0.686,1
990,0.755,0.804,0.007,0.444,0.2128,0.3424,0.774,0.738,1
991,0.778,0.833,0.006,0.464,0.45919999999999994,0.3424,0.744,0.806,1
992,0.752,0.703,0.007,0.456,0.5328,0.5504,0.729,0.721,2
993,0.738,0.652,0.006,0.444,0.4992,0.6496000000000001,0.774,0.704,1
994,0.735,0.68,0.008,0.431,0.2576,0.20800000000000002,0.744,0.704,1
995,0.75,0.733,0.008,0.452,0.2128,0.272,0.805,0.704,1
996,0.795,0.784,0.007,0.411,0.3328,0.3424,0.835,0.755,1
997,0.872,0.829,0.005,0.387,0.5728,0.5808,0.851,0.858,1
998,0.787,0.72,0.006,0.444,0.39039999999999997,0.47519999999999996,0.79,0.738,1
999,0.825,0.812,0.007,0.387,0.344,0.272,0.805,0.841,1
1000,0.842,0.867,0.007,0.371,0.42400000000000004,0.4112,0.851,0.841,1
1001,0.83,0.864,0.007,0.387,0.5728,0.5808,0.774,0.858,1
1002,0.797,0.877,0.006,0.306,0.808,0.5808,0.713,0.841,2
1003,0.671,0.681,0.008,0.371,0.4416,0.47519999999999996,0.668,0.635,2
1004,0.686,0.732,0.009,0.452,0.384,0.5088,0.744,0.686,2
1005,0.808,0.872,0.008,0.31,0.728,0.7136,0.759,0.841,1
1006,0.771,0.867,0.004,0.226,0.9296,0.8528,0.729,0.806,2
1007,0.6,0.624,0.006,0.371,0.8608,0.9167999999999998,0.591,0.635,2
1008,0.562,0.565,0.01,0.48,0.2928,0.312,0.622,0.532,1
1009,0.633,0.673,0.01,0.472,0.2064,0.37759999999999994,0.637,0.652,2
1010,0.629,0.673,0.011,0.367,0.26880000000000004,0.272,0.606,0.635,1
1011,0.619,0.674,0.01,0.391,0.24159999999999998,0.272,0.622,0.618,1
1012,0.625,0.668,0.008,0.427,0.45919999999999994,0.5088,0.652,0.618,1
1013,0.637,0.685,0.008,0.379,0.5904,0.5504,0.591,0.686,1
1014,0.537,0.598,0.011,0.44,0.2064,0.2384,0.53,0.549,1
1015,0.539,0.543,0.011,0.44,0.3328,0.272,0.5,0.549,1
1016,0.501,0.53,0.01,0.411,0.384,0.47519999999999996,0.484,0.549,2
1017,0.57,0.652,0.007,0.335,0.4064,0.3424,0.561,0.601,2
1018,0.611,0.75,0.006,0.048,0.344,0.3424,0.53,0.669,2
1019,0.526,0.664,0.008,0.109,0.728,0.6832,0.484,0.583,2
1020,0.44,0.561,0.008,0.093,0.9632,0.6832,0.408,0.498,2
1021,0.345,0.467,0.009,0.298,0.40159999999999996,0.3424,0.362,0.36,1
1022,0.446,0.556,0.008,0.335,0.2976,0.20800000000000002,0.454,0.48,1
1023,0.478,0.606,0.008,0.173,0.2,0.20800000000000002,0.53,0.463,1
1024,0.594,0.717,0.006,0.246,0.3376,0.312,0.606,0.635,1
1025,0.583,0.69,0.005,0.323,0.26880000000000004,0.44480000000000003,0.591,0.601,2
1026,0.577,0.675,0.005,0.419,0.6016,0.8864000000000001,0.576,0.601,2
1027,0.521,0.601,0.006,0.371,1.0,0.9856,0.484,0.549,2
1028,0.441,0.543,0.007,0.274,1.0,0.9503999999999999,0.393,0.498,2
1029,0.436,0.552,0.008,0.363,0.36160000000000003,0.37759999999999994,0.469,0.446,2
1030,0.485,0.621,0.009,0.278,0.4816,0.47519999999999996,0.439,0.566,2
1031,0.478,0.602,0.011,0.222,0.5104,0.37759999999999994,0.439,0.549,1
1032,0.493,0.628,0.01,0.25,0.3328,0.4112,0.439,0.549,1
1033,0.472,0.612,0.009,0.27,0.344,0.2384,0.454,0.515,1
1034,0.493,0.632,0.009,0.165,0.45919999999999994,0.5088,0.439,0.566,2
1035,0.412,0.497,0.01,0.411,0.5456000000000001,0.5808,0.377,0.446,1
1036,0.38,0.476,0.01,0.431,0.18879999999999997,0.20800000000000002,0.393,0.412,1
1037,0.38,0.504,0.009,0.242,0.2576,0.20800000000000002,0.377,0.429,1
1038,0.451,0.578,0.006,0.266,0.5216000000000001,0.37759999999999994,0.408,0.515,2
1039,0.387,0.475,0.007,0.363,0.5216000000000001,0.6144000000000001,0.393,0.395,2
1040,0.382,0.491,0.009,0.278,0.792,0.6832,0.332,0.429,1
1041,0.332,0.415,0.011,0.431,0.44800000000000006,0.47519999999999996,0.393,0.343,1
1042,0.413,0.485,0.01,0.431,0.384,0.3424,0.484,0.412,1
1043,0.454,0.508,0.008,0.383,0.1552,0.1392,0.53,0.429,1
1044,0.447,0.537,0.009,0.31,0.26880000000000004,0.20800000000000002,0.53,0.429,1
1045,0.536,0.592,0.007,0.375,0.32639999999999997,0.3424,0.53,0.566,1
1046,0.393,0.529,0.008,0.085,0.4064,0.312,0.423,0.429,1
1047,0.431,0.54,0.008,0.157,0.5216000000000001,0.47519999999999996,0.393,0.48,1
1048,0.428,0.547,0.009,0.27,0.2,0.20800000000000002,0.469,0.446,1
1049,0.466,0.583,0.009,0.319,0.45919999999999994,0.4112,0.515,0.48,1
1050,0.551,0.63,0.007,0.339,0.2752,0.272,0.622,0.532,1
1051,0.543,0.589,0.008,0.391,0.4528,0.47519999999999996,0.545,0.566,1
1052,0.565,0.578,0.006,0.399,0.5504,0.5504,0.622,0.583,1
1053,0.548,0.662,0.006,0.359,0.3504,0.312,0.515,0.566,1
1054,0.524,0.645,0.007,0.21,0.5728,0.4112,0.484,0.566,2
1055,0.486,0.603,0.007,0.282,0.7056,0.47519999999999996,0.454,0.532,2
1056,0.438,0.57,0.009,0.339,0.4064,0.312,0.408,0.515,1
1057,0.467,0.604,0.008,0.29,0.3328,0.2384,0.423,0.549,2
1058,0.427,0.565,0.008,0.137,0.5616,0.5504,0.408,0.48,2
