,day,period,nswprice,nswdemand,vicprice,vicdemand,transfer,class
2237,0.2338,0.191,0.031,0.146,0.002,0.179,0.626,2
2238,0.2338,0.213,0.035,0.18,0.002,0.19,0.676,2
2239,0.2338,0.234,0.036,0.219,0.002,0.218,0.616,2
2240,0.2505,0.255,0.053,0.305,0.004,0.292,0.597,1
2241,0.2505,0.277,0.048,0.398,0.003,0.381,0.48,1
2242,0.2505,0.298,0.041,0.408,0.003,0.43,0.489,2
2243,0.2505,0.319,0.075,0.475,0.005,0.492,0.483,1
2244,0.2505,0.34,0.086,0.508,0.006,0.528,0.492,1
2245,0.2505,0.362,0.084,0.526,0.006,0.538,0.492,1
2246,0.2505,0.383,0.09,0.574,0.006,0.552,0.495,1
2247,0.2505,0.404,0.089,0.59,0.006,0.552,0.479,1
2248,0.2505,0.426,0.089,0.582,0.006,0.544,0.511,1
2249,0.2505,0.447,0.089,0.574,0.006,0.554,0.457,1
2250,0.2505,0.468,0.087,0.56,0.006,0.546,0.513,1
2251,0.2505,0.489,0.087,0.556,0.006,0.516,0.594,1
2252,0.2505,0.511,0.086,0.553,0.006,0.48,0.57,1
2253,0.2505,0.532,0.089,0.553,0.006,0.54,0.53,1
2254,0.2505,0.553,0.089,0.548,0.006,0.554,0.493,1
2255,0.2505,0.574,0.09,0.55,0.006,0.568,0.471,1
2256,0.2505,0.596,0.09,0.543,0.006,0.573,0.461,1
2257,0.2505,0.617,0.089,0.53,0.006,0.575,0.478,1
2258,0.2505,0.638,0.088,0.524,0.006,0.562,0.55,1
2259,0.2505,0.66,0.089,0.539,0.006,0.567,0.519,1
2260,0.2505,0.681,0.09,0.559,0.006,0.573,0.514,1
2261,0.2505,0.702,0.091,0.569,0.006,0.586,0.428,1
2262,0.2505,0.723,0.09,0.576,0.006,0.613,0.399,1
2263,0.2505,0.745,0.091,0.595,0.006,0.644,0.4,1
2264,0.2505,0.766,0.09,0.598,0.006,0.625,0.421,1
2265,0.2505,0.787,0.089,0.593,0.006,0.616,0.387,1
2266,0.2505,0.809,0.088,0.548,0.006,0.623,0.388,1
2267,0.2505,0.83,0.084,0.512,0.006,0.611,0.389,1
2268,0.2505,0.851,0.054,0.481,0.004,0.574,0.393,2
2269,0.2505,0.872,0.047,0.456,0.003,0.545,0.385,2
2270,0.2505,0.894,0.043,0.413,0.003,0.503,0.362,2
2271,0.2505,0.915,0.042,0.382,0.003,0.471,0.355,2
2272,0.2505,0.936,0.088,0.434,0.006,0.439,0.502,1
2273,0.2505,0.957,0.056,0.459,0.004,0.427,0.461,2
2274,0.2505,0.979,0.087,0.472,0.006,0.522,0.395,1
2275,0.2505,1.0,0.083,0.463,0.006,0.513,0.451,1
2276,0.49950000000000006,0.0,0.083,0.44,0.006,0.477,0.478,1
2277,0.49950000000000006,0.021,0.078,0.414,0.005,0.448,0.5,1
2278,0.49950000000000006,0.043,0.077,0.377,0.005,0.499,0.403,1
2279,0.49950000000000006,0.064,0.059,0.322,0.004,0.479,0.405,2
2280,0.49950000000000006,0.085,0.048,0.277,0.003,0.425,0.443,2
2281,0.49950000000000006,0.106,0.043,0.221,0.003,0.375,0.487,2
2282,0.49950000000000006,0.128,0.042,0.19,0.003,0.327,0.558,2
2283,0.49950000000000006,0.149,0.039,0.174,0.003,0.292,0.58,2
2284,0.49950000000000006,0.17,0.026,0.164,0.002,0.265,0.647,2
2285,0.49950000000000006,0.191,0.029,0.172,0.002,0.257,0.655,2
2286,0.49950000000000006,0.213,0.037,0.197,0.002,0.271,0.643,2
2287,0.49950000000000006,0.234,0.038,0.247,0.003,0.3,0.591,2
2288,0.49950000000000006,0.255,0.044,0.344,0.003,0.371,0.571,2
2289,0.49950000000000006,0.277,0.067,0.423,0.005,0.47,0.394,2
2290,0.49950000000000006,0.298,0.057,0.429,0.004,0.507,0.371,2
2291,0.49950000000000006,0.319,0.087,0.48,0.006,0.569,0.352,1
2292,0.49950000000000006,0.34,0.09,0.502,0.006,0.601,0.348,1
2293,0.49950000000000006,0.362,0.088,0.507,0.006,0.604,0.397,1
2294,0.49950000000000006,0.383,0.092,0.544,0.006,0.613,0.392,1
2295,0.49950000000000006,0.404,0.091,0.557,0.006,0.607,0.425,1
2296,0.49950000000000006,0.426,0.088,0.539,0.006,0.597,0.418,1
2297,0.49950000000000006,0.447,0.086,0.518,0.006,0.596,0.413,1
2298,0.49950000000000006,0.468,0.086,0.505,0.006,0.599,0.421,1
2299,0.49950000000000006,0.489,0.086,0.502,0.006,0.598,0.425,1
2300,0.49950000000000006,0.511,0.084,0.494,0.006,0.591,0.458,1
2301,0.49950000000000006,0.532,0.062,0.486,0.004,0.59,0.422,2
2302,0.49950000000000006,0.553,0.076,0.487,0.005,0.608,0.415,1
2303,0.49950000000000006,0.574,0.084,0.481,0.006,0.608,0.398,1
2304,0.49950000000000006,0.596,0.075,0.475,0.005,0.602,0.399,1
2305,0.49950000000000006,0.617,0.063,0.472,0.004,0.596,0.373,2
2306,0.49950000000000006,0.638,0.057,0.462,0.004,0.587,0.394,2
2307,0.49950000000000006,0.66,0.057,0.461,0.004,0.586,0.402,2
2308,0.49950000000000006,0.681,0.067,0.463,0.005,0.601,0.39,2
2309,0.49950000000000006,0.702,0.083,0.469,0.006,0.624,0.372,1
2310,0.49950000000000006,0.723,0.084,0.477,0.006,0.642,0.388,1
2311,0.49950000000000006,0.745,0.082,0.494,0.006,0.665,0.395,1
2312,0.49950000000000006,0.766,0.084,0.514,0.006,0.65,0.4,1
2313,0.49950000000000006,0.787,0.088,0.563,0.006,0.654,0.407,1
2314,0.49950000000000006,0.809,0.084,0.541,0.006,0.642,0.44,1
2315,0.49950000000000006,0.83,0.077,0.511,0.005,0.623,0.406,1
2316,0.49950000000000006,0.851,0.063,0.492,0.004,0.585,0.392,2
2317,0.49950000000000006,0.872,0.05,0.464,0.003,0.559,0.377,2
2318,0.49950000000000006,0.894,0.043,0.435,0.003,0.519,0.392,2
2319,0.49950000000000006,0.915,0.042,0.397,0.003,0.484,0.423,2
2320,0.49950000000000006,0.936,0.081,0.448,0.005,0.447,0.512,1
2321,0.49950000000000006,0.957,0.043,0.463,0.003,0.425,0.453,2
2322,0.49950000000000006,0.979,0.075,0.449,0.005,0.52,0.42,1
2323,0.49950000000000006,1.0,0.067,0.447,0.005,0.515,0.464,2
2324,0.75,0.0,0.07,0.461,0.005,0.482,0.574,1
2325,0.75,0.021,0.06,0.449,0.004,0.451,0.583,2
2326,0.75,0.043,0.068,0.414,0.005,0.508,0.492,1
2327,0.75,0.064,0.062,0.367,0.004,0.47,0.511,2
2328,0.75,0.085,0.058,0.304,0.004,0.418,0.606,2
2329,0.75,0.106,0.05,0.261,0.003,0.367,0.607,2
2330,0.75,0.128,0.048,0.219,0.003,0.33,0.638,2
2331,0.75,0.149,0.043,0.196,0.003,0.288,0.642,2
2332,0.75,0.17,0.042,0.18,0.003,0.252,0.714,2
2333,0.75,0.191,0.043,0.185,0.003,0.252,0.662,2
2334,0.75,0.213,0.038,0.205,0.003,0.263,0.631,2
2335,0.75,0.234,0.045,0.257,0.003,0.293,0.654,2
2336,0.75,0.255,0.051,0.358,0.003,0.365,0.594,2
2337,0.75,0.277,0.049,0.433,0.003,0.459,0.468,2
2338,0.75,0.298,0.037,0.42,0.003,0.492,0.453,2
2339,0.75,0.319,0.05,0.467,0.003,0.558,0.428,2
2340,0.75,0.34,0.054,0.486,0.004,0.587,0.403,2
2341,0.75,0.362,0.045,0.484,0.003,0.582,0.333,2
2342,0.75,0.383,0.057,0.522,0.004,0.592,0.417,2
2343,0.75,0.404,0.052,0.537,0.004,0.589,0.431,2
2344,0.75,0.426,0.059,0.526,0.004,0.585,0.386,2
2345,0.75,0.447,0.057,0.509,0.004,0.593,0.393,2
2346,0.75,0.468,0.056,0.498,0.004,0.593,0.424,2
2347,0.75,0.489,0.057,0.496,0.004,0.585,0.444,2
2348,0.75,0.511,0.054,0.488,0.004,0.562,0.424,2
2349,0.75,0.532,0.048,0.479,0.003,0.548,0.386,2
2350,0.75,0.553,0.049,0.476,0.003,0.556,0.362,2
2351,0.75,0.574,0.044,0.472,0.003,0.554,0.338,2
2352,0.75,0.596,0.043,0.465,0.003,0.547,0.355,2
2353,0.75,0.617,0.042,0.458,0.003,0.541,0.364,2
2354,0.75,0.638,0.043,0.446,0.003,0.529,0.38,2
2355,0.75,0.66,0.044,0.45,0.003,0.531,0.413,2
2356,0.75,0.681,0.045,0.455,0.003,0.539,0.394,2
2357,0.75,0.702,0.046,0.464,0.003,0.553,0.366,2
2358,0.75,0.723,0.052,0.481,0.004,0.575,0.4,2
2359,0.75,0.745,0.052,0.506,0.004,0.58,0.433,2
2360,0.75,0.766,0.058,0.525,0.004,0.572,0.498,1
2361,0.75,0.787,0.07,0.55,0.005,0.586,0.439,1
2362,0.75,0.809,0.055,0.52,0.004,0.614,0.339,1
2363,0.75,0.83,0.047,0.483,0.003,0.597,0.333,2
2364,0.75,0.851,0.043,0.465,0.003,0.568,0.318,2
2365,0.75,0.872,0.043,0.442,0.003,0.537,0.414,2
2366,0.75,0.894,0.043,0.42,0.003,0.507,0.39,2
2367,0.75,0.915,0.041,0.382,0.003,0.475,0.371,2
2368,0.75,0.936,0.061,0.431,0.004,0.437,0.483,1
2369,0.75,0.957,0.043,0.451,0.003,0.422,0.432,2
2370,0.75,0.979,0.071,0.467,0.005,0.523,0.408,1
2371,0.75,1.0,0.063,0.465,0.004,0.514,0.457,1
2372,1.0,0.0,0.053,0.446,0.004,0.471,0.52,1
2373,1.0,0.021,0.051,0.428,0.003,0.445,0.547,2
2374,1.0,0.043,0.061,0.398,0.004,0.49,0.456,1
2375,1.0,0.064,0.049,0.35,0.003,0.463,0.468,2
2376,1.0,0.085,0.045,0.293,0.003,0.404,0.492,2
2377,1.0,0.106,0.044,0.25,0.003,0.36,0.514,2
2378,1.0,0.128,0.043,0.204,0.003,0.311,0.57,2
2379,1.0,0.149,0.041,0.183,0.003,0.278,0.62,2
2380,1.0,0.17,0.036,0.174,0.002,0.255,0.627,2
2381,1.0,0.191,0.042,0.183,0.003,0.246,0.643,2
2382,1.0,0.213,0.042,0.205,0.003,0.264,0.604,2
2383,1.0,0.234,0.043,0.251,0.003,0.287,0.602,2
2384,1.0,0.255,0.058,0.345,0.004,0.371,0.555,1
2385,1.0,0.277,0.058,0.422,0.004,0.452,0.493,1
2386,1.0,0.298,0.048,0.421,0.003,0.481,0.439,2
2387,1.0,0.319,0.051,0.467,0.003,0.54,0.397,1
2388,1.0,0.34,0.05,0.485,0.003,0.564,0.4,2
2389,1.0,0.362,0.049,0.487,0.003,0.56,0.349,2
2390,1.0,0.383,0.066,0.53,0.004,0.576,0.436,1
2391,1.0,0.404,0.066,0.543,0.004,0.562,0.425,1
2392,1.0,0.426,0.051,0.529,0.003,0.564,0.435,1
2393,1.0,0.447,0.053,0.517,0.004,0.559,0.424,1
2394,1.0,0.468,0.05,0.508,0.003,0.553,0.425,1
2395,1.0,0.489,0.048,0.502,0.003,0.551,0.379,2
2396,1.0,0.511,0.049,0.49,0.003,0.542,0.336,2
2397,1.0,0.532,0.049,0.489,0.003,0.533,0.356,2
2398,1.0,0.553,0.049,0.491,0.003,0.547,0.352,2
2399,1.0,0.574,0.048,0.483,0.003,0.541,0.321,2
2400,1.0,0.596,0.047,0.464,0.003,0.536,0.332,2
2401,1.0,0.617,0.044,0.467,0.003,0.534,0.343,2
2402,1.0,0.638,0.043,0.451,0.003,0.522,0.347,2
2403,1.0,0.66,0.044,0.457,0.003,0.518,0.36,2
2404,1.0,0.681,0.043,0.46,0.003,0.517,0.351,2
2405,1.0,0.702,0.043,0.468,0.003,0.536,0.351,2
2406,1.0,0.723,0.049,0.475,0.003,0.555,0.374,2
2407,1.0,0.745,0.05,0.5,0.003,0.573,0.42,2
2408,1.0,0.766,0.06,0.528,0.004,0.574,0.456,1
2409,1.0,0.787,0.071,0.557,0.005,0.576,0.471,1
2410,1.0,0.809,0.058,0.537,0.004,0.587,0.373,1
2411,1.0,0.83,0.043,0.508,0.003,0.568,0.409,2
2412,1.0,0.851,0.044,0.486,0.003,0.547,0.438,2
2413,1.0,0.872,0.043,0.469,0.003,0.516,0.425,2
2414,1.0,0.894,0.042,0.433,0.003,0.485,0.429,2
2415,1.0,0.915,0.042,0.39,0.003,0.447,0.386,2
2416,1.0,0.936,0.054,0.443,0.004,0.423,0.464,1
2417,1.0,0.957,0.05,0.463,0.003,0.403,0.43,2
2418,1.0,0.979,0.087,0.471,0.006,0.51,0.399,1
2419,1.0,1.0,0.086,0.46,0.006,0.508,0.451,1
2420,1.0,0.0,0.082,0.434,0.006,0.465,0.482,1
2421,1.0,0.021,0.065,0.417,0.004,0.428,0.507,1
2422,1.0,0.043,0.071,0.381,0.005,0.482,0.417,1
2423,1.0,0.064,0.059,0.329,0.004,0.452,0.458,1
2424,1.0,0.085,0.046,0.275,0.003,0.4,0.526,2
2425,1.0,0.106,0.048,0.236,0.003,0.352,0.592,2
2426,1.0,0.128,0.043,0.196,0.003,0.308,0.597,2
2427,1.0,0.149,0.041,0.174,0.003,0.267,0.667,2
2428,1.0,0.17,0.042,0.169,0.003,0.248,0.664,2
2429,1.0,0.191,0.042,0.172,0.003,0.244,0.68,2
2430,1.0,0.213,0.042,0.194,0.003,0.249,0.656,2
2431,1.0,0.234,0.045,0.245,0.003,0.28,0.666,2
2432,1.0,0.255,0.068,0.33,0.004,0.36,0.62,1
2433,1.0,0.277,0.092,0.418,0.006,0.44,0.542,1
2434,1.0,0.298,0.053,0.407,0.004,0.467,0.479,1
2435,1.0,0.319,0.08,0.464,0.005,0.52,0.504,1
2436,1.0,0.34,0.086,0.484,0.006,0.55,0.486,1
2437,1.0,0.362,0.086,0.494,0.006,0.544,0.516,1
2438,1.0,0.383,0.091,0.542,0.006,0.561,0.52,1
2439,1.0,0.404,0.149,0.55,0.01,0.549,0.529,1
2440,1.0,0.426,0.144,0.541,0.01,0.561,0.472,1
2441,1.0,0.447,0.137,0.529,0.009,0.558,0.489,1
2442,1.0,0.468,0.139,0.524,0.009,0.561,0.488,1
2443,1.0,0.489,0.086,0.513,0.006,0.557,0.454,1
2444,1.0,0.511,0.088,0.51,0.006,0.549,0.439,1
2445,1.0,0.532,0.088,0.499,0.006,0.539,0.447,1
2446,1.0,0.553,0.091,0.494,0.006,0.553,0.465,1
2447,1.0,0.574,0.09,0.491,0.006,0.545,0.441,1
2448,1.0,0.596,0.09,0.481,0.006,0.541,0.433,1
2449,1.0,0.617,0.086,0.47,0.006,0.53,0.455,1
2450,1.0,0.638,0.086,0.454,0.006,0.523,0.479,1
2451,1.0,0.66,0.058,0.452,0.004,0.506,0.433,2
2452,1.0,0.681,0.05,0.45,0.003,0.516,0.392,2
2453,1.0,0.702,0.048,0.444,0.003,0.519,0.325,2
2454,1.0,0.723,0.043,0.439,0.003,0.532,0.285,2
2455,1.0,0.745,0.045,0.444,0.003,0.544,0.285,2
2456,1.0,0.766,0.044,0.462,0.003,0.54,0.325,2
2457,1.0,0.787,0.043,0.49,0.003,0.536,0.284,2
2458,1.0,0.809,0.042,0.469,0.003,0.542,0.261,2
2459,1.0,0.83,0.042,0.44,0.003,0.517,0.289,2
2460,1.0,0.851,0.04,0.427,0.003,0.489,0.303,2
2461,1.0,0.872,0.04,0.417,0.003,0.468,0.314,2
2462,1.0,0.894,0.029,0.388,0.002,0.411,0.349,2
2463,1.0,0.915,0.03,0.354,0.002,0.382,0.343,2
2464,1.0,0.936,0.049,0.42,0.003,0.368,0.477,2
2465,1.0,0.957,0.045,0.457,0.003,0.368,0.433,2
2466,1.0,0.979,0.076,0.462,0.005,0.486,0.382,1
2467,1.0,1.0,0.069,0.453,0.005,0.478,0.407,1
2468,1.0,0.0,0.055,0.411,0.004,0.441,0.464,2
2469,1.0,0.021,0.048,0.396,0.003,0.394,0.484,2
2470,1.0,0.043,0.055,0.364,0.004,0.438,0.41,2
2471,1.0,0.064,0.048,0.312,0.003,0.406,0.485,2
2472,1.0,0.085,0.043,0.25,0.003,0.353,0.506,2
2473,1.0,0.106,0.043,0.211,0.003,0.301,0.583,2
2474,1.0,0.128,0.029,0.172,0.002,0.25,0.628,2
2475,1.0,0.149,0.021,0.141,0.001,0.22,0.684,2
2476,1.0,0.17,0.026,0.13,0.002,0.204,0.719,2
2477,1.0,0.191,0.026,0.111,0.002,0.188,0.709,2
2478,1.0,0.213,0.026,0.121,0.002,0.174,0.754,2
2479,1.0,0.234,0.026,0.138,0.002,0.171,0.753,2
2480,1.0,0.255,0.033,0.182,0.002,0.211,0.674,2
2481,1.0,0.277,0.037,0.228,0.002,0.237,0.672,2
2482,1.0,0.298,0.034,0.259,0.002,0.25,0.691,2
2483,1.0,0.319,0.044,0.322,0.003,0.281,0.7,2
2484,1.0,0.34,0.043,0.37,0.003,0.315,0.637,2
2485,1.0,0.362,0.058,0.397,0.004,0.333,0.613,2
2486,1.0,0.383,0.063,0.434,0.004,0.356,0.65,1
2487,1.0,0.404,0.048,0.446,0.003,0.364,0.648,2
2488,1.0,0.426,0.042,0.429,0.003,0.368,0.623,2
2489,1.0,0.447,0.043,0.412,0.003,0.367,0.616,2
2490,1.0,0.468,0.043,0.4,0.003,0.356,0.588,2
2491,1.0,0.489,0.043,0.389,0.003,0.362,0.574,2
2492,1.0,0.511,0.044,0.382,0.003,0.352,0.569,2
2493,1.0,0.532,0.043,0.362,0.003,0.348,0.543,2
2494,1.0,0.553,0.042,0.347,0.003,0.339,0.583,2
2495,1.0,0.574,0.04,0.335,0.003,0.333,0.594,2
2496,1.0,0.596,0.042,0.325,0.003,0.323,0.557,2
2497,1.0,0.617,0.043,0.328,0.003,0.324,0.507,2
2498,1.0,0.638,0.043,0.328,0.003,0.311,0.49,2
2499,1.0,0.66,0.043,0.324,0.003,0.306,0.491,2
2500,1.0,0.681,0.042,0.327,0.003,0.315,0.462,2
2501,1.0,0.702,0.043,0.329,0.003,0.326,0.461,1
2502,1.0,0.723,0.042,0.328,0.003,0.333,0.475,2
2503,1.0,0.745,0.042,0.35,0.003,0.332,0.51,2
2504,1.0,0.766,0.043,0.382,0.003,0.341,0.55,1
2505,1.0,0.787,0.044,0.43,0.003,0.347,0.575,1
2506,1.0,0.809,0.051,0.422,0.003,0.395,0.509,1
2507,1.0,0.83,0.045,0.391,0.003,0.386,0.451,1
2508,1.0,0.851,0.043,0.376,0.003,0.361,0.44,1
2509,1.0,0.872,0.041,0.351,0.003,0.337,0.498,2
2510,1.0,0.894,0.042,0.33,0.003,0.316,0.493,2
2511,1.0,0.915,0.036,0.31,0.002,0.289,0.506,2
2512,1.0,0.936,0.043,0.33,0.003,0.288,0.576,2
2513,1.0,0.957,0.044,0.344,0.003,0.293,0.548,1
2514,1.0,0.979,0.057,0.342,0.004,0.398,0.43,1
2515,1.0,1.0,0.048,0.32,0.003,0.397,0.479,1
2516,0.0,0.0,0.044,0.284,0.003,0.358,0.479,1
2517,0.0,0.021,0.044,0.246,0.003,0.323,0.552,1
2518,0.0,0.043,0.047,0.225,0.003,0.376,0.507,1
2519,0.0,0.064,0.043,0.188,0.003,0.341,0.532,1
2520,0.0,0.085,0.044,0.155,0.003,0.289,0.579,1
2521,0.0,0.106,0.043,0.13,0.003,0.25,0.654,1
2522,0.0,0.128,0.03,0.109,0.002,0.206,0.691,2
2523,0.0,0.149,0.025,0.091,0.002,0.171,0.666,2
2524,0.0,0.17,0.023,0.088,0.001,0.14,0.682,2
2525,0.0,0.191,0.019,0.089,0.001,0.137,0.691,2
2526,0.0,0.213,0.018,0.093,0.001,0.128,0.718,2
2527,0.0,0.234,0.024,0.109,0.002,0.123,0.772,2
2528,0.0,0.255,0.029,0.138,0.002,0.137,0.749,2
2529,0.0,0.277,0.029,0.167,0.002,0.166,0.706,2
2530,0.0,0.298,0.033,0.22,0.002,0.16,0.764,2
2531,0.0,0.319,0.037,0.263,0.002,0.176,0.756,2
2532,0.0,0.34,0.042,0.31,0.003,0.195,0.736,1
2533,0.0,0.362,0.043,0.339,0.003,0.216,0.737,1
2534,0.0,0.383,0.045,0.359,0.003,0.234,0.702,1
2535,0.0,0.404,0.045,0.358,0.003,0.248,0.721,1
2536,0.0,0.426,0.048,0.36,0.003,0.263,0.729,1
2537,0.0,0.447,0.045,0.359,0.003,0.27,0.716,1
2538,0.0,0.468,0.046,0.356,0.003,0.274,0.702,1
2539,0.0,0.489,0.041,0.337,0.003,0.267,0.672,1
2540,0.0,0.511,0.041,0.331,0.003,0.266,0.654,1
2541,0.0,0.532,0.035,0.322,0.002,0.262,0.625,2
2542,0.0,0.553,0.043,0.31,0.003,0.259,0.57,1
2543,0.0,0.574,0.041,0.301,0.003,0.253,0.555,1
2544,0.0,0.596,0.026,0.296,0.002,0.246,0.684,2
2545,0.0,0.617,0.027,0.287,0.002,0.246,0.61,2
2546,0.0,0.638,0.034,0.291,0.002,0.247,0.612,2
2547,0.0,0.66,0.041,0.298,0.003,0.251,0.626,1
2548,0.0,0.681,0.041,0.285,0.003,0.259,0.586,1
2549,0.0,0.702,0.038,0.298,0.003,0.265,0.561,2
2550,0.0,0.723,0.036,0.314,0.002,0.276,0.511,2
2551,0.0,0.745,0.039,0.326,0.003,0.273,0.547,2
2552,0.0,0.766,0.04,0.36,0.003,0.279,0.572,1
2553,0.0,0.787,0.044,0.398,0.003,0.296,0.597,1
2554,0.0,0.809,0.044,0.399,0.003,0.344,0.542,1
2555,0.0,0.83,0.047,0.396,0.003,0.343,0.553,1
2556,0.0,0.851,0.044,0.365,0.003,0.321,0.527,1
2557,0.0,0.872,0.035,0.333,0.002,0.288,0.551,2
2558,0.0,0.894,0.041,0.336,0.003,0.264,0.6,1
2559,0.0,0.915,0.03,0.317,0.002,0.231,0.575,2
2560,0.0,0.936,0.036,0.32,0.002,0.226,0.61,2
2561,0.0,0.957,0.032,0.301,0.002,0.223,0.554,2
2562,0.0,0.979,0.042,0.288,0.003,0.325,0.423,1
2563,0.0,1.0,0.038,0.252,0.003,0.33,0.393,1
2564,0.2505,0.0,0.034,0.225,0.002,0.311,0.396,2
2565,0.2505,0.021,0.037,0.202,0.002,0.282,0.433,2
2566,0.2505,0.043,0.043,0.184,0.003,0.353,0.397,1
2567,0.2505,0.064,0.036,0.154,0.002,0.323,0.442,2
2568,0.2505,0.085,0.036,0.136,0.002,0.284,0.448,2
2569,0.2505,0.106,0.044,0.133,0.003,0.235,0.539,1
2570,0.2505,0.128,0.033,0.129,0.002,0.208,0.609,2
2571,0.2505,0.149,0.029,0.132,0.002,0.197,0.635,2
2572,0.2505,0.17,0.034,0.159,0.002,0.197,0.618,2
2573,0.2505,0.191,0.043,0.197,0.003,0.22,0.711,1
2574,0.2505,0.213,0.065,0.268,0.004,0.291,0.754,1
2575,0.2505,0.234,0.082,0.355,0.005,0.362,0.638,1
2576,0.2505,0.255,0.104,0.395,0.007,0.486,0.502,1
2577,0.2505,0.277,0.115,0.457,0.008,0.572,0.384,1
2578,0.2505,0.298,0.075,0.473,0.005,0.544,0.449,1
2579,0.2505,0.319,0.075,0.491,0.005,0.549,0.42,1
2580,0.2505,0.34,0.077,0.544,0.005,0.568,0.48,1
2581,0.2505,0.362,0.075,0.57,0.005,0.554,0.473,1
2582,0.2505,0.383,0.078,0.567,0.005,0.557,0.494,1
2583,0.2505,0.404,0.076,0.562,0.005,0.565,0.489,1
2584,0.2505,0.426,0.083,0.569,0.006,0.566,0.467,1
2585,0.2505,0.447,0.085,0.572,0.006,0.57,0.471,1
2586,0.2505,0.468,0.079,0.571,0.005,0.555,0.486,1
2587,0.2505,0.489,0.088,0.569,0.006,0.553,0.507,1
2588,0.2505,0.511,0.087,0.572,0.006,0.552,0.486,1
2589,0.2505,0.532,0.089,0.564,0.006,0.556,0.498,1
2590,0.2505,0.553,0.089,0.558,0.006,0.563,0.479,1
2591,0.2505,0.574,0.086,0.55,0.006,0.549,0.487,1
2592,0.2505,0.596,0.077,0.54,0.005,0.535,0.468,1
2593,0.2505,0.617,0.076,0.539,0.005,0.529,0.468,1
2594,0.2505,0.638,0.075,0.538,0.005,0.531,0.474,1
2595,0.2505,0.66,0.075,0.534,0.005,0.534,0.477,1
2596,0.2505,0.681,0.066,0.522,0.004,0.544,0.447,1
2597,0.2505,0.702,0.075,0.519,0.005,0.555,0.45,1
2598,0.2505,0.723,0.053,0.501,0.004,0.557,0.41,2
2599,0.2505,0.745,0.044,0.474,0.003,0.528,0.364,2
2600,0.2505,0.766,0.042,0.458,0.003,0.507,0.397,2
2601,0.2505,0.787,0.042,0.475,0.003,0.515,0.289,2
2602,0.2505,0.809,0.042,0.471,0.003,0.516,0.293,2
2603,0.2505,0.83,0.042,0.449,0.003,0.512,0.306,2
2604,0.2505,0.851,0.04,0.411,0.003,0.48,0.321,2
2605,0.2505,0.872,0.037,0.374,0.003,0.45,0.324,2
2606,0.2505,0.894,0.039,0.389,0.003,0.39,0.493,2
2607,0.2505,0.915,0.033,0.396,0.002,0.346,0.505,2
2608,0.2505,0.936,0.08,0.421,0.005,0.302,0.639,1
2609,0.2505,0.957,0.043,0.442,0.003,0.297,0.626,2
2610,0.2505,0.979,0.089,0.439,0.006,0.42,0.472,1
2611,0.2505,1.0,0.08,0.418,0.005,0.445,0.474,1
2612,0.49950000000000006,0.0,0.06,0.385,0.004,0.424,0.448,2
2613,0.49950000000000006,0.021,0.054,0.33,0.004,0.4,0.465,2
2614,0.49950000000000006,0.043,0.061,0.286,0.004,0.452,0.414,2
2615,0.49950000000000006,0.064,0.049,0.246,0.003,0.43,0.426,2
2616,0.49950000000000006,0.085,0.047,0.205,0.003,0.376,0.479,2
2617,0.49950000000000006,0.106,0.043,0.18,0.003,0.333,0.547,2
2618,0.49950000000000006,0.128,0.043,0.166,0.003,0.293,0.563,2
2619,0.49950000000000006,0.149,0.042,0.158,0.003,0.278,0.558,2
2620,0.49950000000000006,0.17,0.044,0.181,0.003,0.274,0.601,2
2621,0.49950000000000006,0.191,0.051,0.221,0.003,0.304,0.65,2
2622,0.49950000000000006,0.213,0.08,0.306,0.005,0.382,0.564,1
2623,0.49950000000000006,0.234,0.096,0.381,0.006,0.479,0.55,1
2624,0.49950000000000006,0.255,0.109,0.406,0.007,0.602,0.352,1
2625,0.49950000000000006,0.277,0.148,0.464,0.01,0.717,0.239,1
2626,0.49950000000000006,0.298,0.073,0.479,0.005,0.662,0.25,1
2627,0.49950000000000006,0.319,0.068,0.489,0.005,0.653,0.237,1
2628,0.49950000000000006,0.34,0.086,0.535,0.006,0.674,0.257,1
2629,0.49950000000000006,0.362,0.089,0.554,0.006,0.656,0.304,1
2630,0.49950000000000006,0.383,0.089,0.543,0.006,0.66,0.288,1
2631,0.49950000000000006,0.404,0.073,0.526,0.005,0.662,0.279,1
2632,0.49950000000000006,0.426,0.083,0.525,0.006,0.672,0.271,1
2633,0.49950000000000006,0.447,0.076,0.525,0.005,0.664,0.293,1
2634,0.49950000000000006,0.468,0.078,0.512,0.005,0.649,0.302,1
2635,0.49950000000000006,0.489,0.083,0.506,0.006,0.645,0.306,1
2636,0.49950000000000006,0.511,0.07,0.504,0.005,0.632,0.302,1
2637,0.49950000000000006,0.532,0.051,0.492,0.004,0.629,0.222,2
2638,0.49950000000000006,0.553,0.063,0.485,0.004,0.637,0.22,2
2639,0.49950000000000006,0.574,0.049,0.476,0.003,0.625,0.196,2
2640,0.49950000000000006,0.596,0.048,0.467,0.003,0.604,0.198,2
2641,0.49950000000000006,0.617,0.048,0.469,0.003,0.597,0.193,2
2642,0.49950000000000006,0.638,0.048,0.48,0.003,0.59,0.173,2
2643,0.49950000000000006,0.66,0.048,0.48,0.003,0.593,0.174,2
2644,0.49950000000000006,0.681,0.046,0.482,0.003,0.589,0.18,2
