,class,day,nswdemand,nswprice,period,transfer,vicdemand,vicprice
2146,2,0.529,0.262,0.065,0.298,1.0,0.233,0.004
2147,1,0.514,0.325,0.085,0.319,1.0,0.273,0.006
2148,1,0.541,0.371,0.085,0.34,1.0,0.304,0.006
2149,1,0.555,0.4,0.087,0.362,1.0,0.329,0.006
2150,1,0.449,0.435,0.087,0.383,1.0,0.352,0.006
2151,1,0.502,0.443,0.089,0.404,1.0,0.361,0.006
2152,1,0.555,0.436,0.09,0.426,1.0,0.366,0.006
2153,1,0.545,0.421,0.088,0.447,1.0,0.368,0.006
2154,1,0.546,0.409,0.09,0.468,1.0,0.362,0.006
2155,1,0.579,0.4,0.09,0.489,1.0,0.368,0.006
2156,1,0.607,0.388,0.09,0.511,1.0,0.361,0.006
2157,1,0.572,0.379,0.09,0.532,1.0,0.36,0.006
2158,1,0.569,0.368,0.076,0.553,1.0,0.352,0.005
2159,2,0.597,0.354,0.05,0.574,1.0,0.338,0.003
2160,2,0.592,0.348,0.061,0.596,1.0,0.334,0.004
2161,2,0.603,0.339,0.049,0.617,1.0,0.327,0.003
2162,2,0.602,0.331,0.063,0.638,1.0,0.324,0.004
2163,2,0.643,0.333,0.063,0.66,1.0,0.319,0.004
2164,2,0.606,0.33,0.067,0.681,1.0,0.324,0.004
2165,1,0.609,0.337,0.083,0.702,1.0,0.34,0.006
2166,1,0.571,0.326,0.076,0.723,1.0,0.37,0.005
2167,1,0.579,0.348,0.075,0.745,1.0,0.386,0.005
2168,2,0.555,0.399,0.064,0.766,1.0,0.394,0.004
2169,1,0.514,0.444,0.082,0.787,1.0,0.412,0.005
2170,2,0.5,0.428,0.057,0.809,1.0,0.402,0.004
2171,2,0.435,0.387,0.044,0.83,1.0,0.387,0.003
2172,2,0.554,0.366,0.047,0.851,1.0,0.361,0.003
2173,1,0.576,0.348,0.067,0.872,1.0,0.352,0.004
2174,2,0.602,0.33,0.056,0.894,1.0,0.316,0.004
2175,2,0.572,0.308,0.043,0.915,1.0,0.283,0.003
2176,2,0.661,0.334,0.048,0.936,1.0,0.273,0.003
2177,2,0.572,0.34,0.046,0.957,1.0,0.284,0.003
2178,1,0.508,0.349,0.075,0.979,1.0,0.383,0.005
2179,2,0.506,0.329,0.051,1.0,1.0,0.385,0.003
2180,2,0.508,0.306,0.059,0.0,0.0,0.352,0.004
2181,2,0.493,0.264,0.043,0.021,0.0,0.307,0.003
2182,2,0.49,0.233,0.046,0.043,0.0,0.356,0.003
2183,2,0.515,0.198,0.043,0.064,0.0,0.32,0.003
2184,2,0.507,0.161,0.04,0.085,0.0,0.284,0.003
2185,2,0.588,0.129,0.037,0.106,0.0,0.229,0.003
2186,2,0.619,0.105,0.038,0.128,0.0,0.191,0.002
2187,2,0.646,0.094,0.034,0.149,0.0,0.161,0.002
2188,2,0.708,0.085,0.039,0.17,0.0,0.134,0.003
2189,2,0.718,0.084,0.038,0.191,0.0,0.122,0.002
2190,2,0.721,0.083,0.03,0.213,0.0,0.108,0.002
2191,2,0.766,0.086,0.024,0.234,0.0,0.097,0.002
2192,2,0.788,0.113,0.038,0.255,0.0,0.092,0.002
2193,2,0.779,0.142,0.034,0.277,0.0,0.117,0.002
2194,2,0.818,0.17,0.024,0.298,0.0,0.114,0.002
2195,2,0.823,0.218,0.039,0.319,0.0,0.137,0.002
2196,2,0.776,0.273,0.04,0.34,0.0,0.171,0.003
2197,2,0.675,0.323,0.043,0.362,0.0,0.19,0.003
2198,2,0.702,0.36,0.042,0.383,0.0,0.198,0.003
2199,2,0.76,0.383,0.042,0.404,0.0,0.214,0.003
2200,2,0.771,0.384,0.042,0.426,0.0,0.232,0.003
2201,2,0.76,0.382,0.042,0.447,0.0,0.243,0.003
2202,2,0.675,0.387,0.042,0.468,0.0,0.249,0.003
2203,2,0.733,0.396,0.045,0.489,0.0,0.255,0.003
2204,2,0.747,0.402,0.047,0.511,0.0,0.258,0.003
2205,2,0.807,0.403,0.049,0.532,0.0,0.259,0.003
2206,1,0.799,0.395,0.053,0.553,0.0,0.252,0.003
2207,1,0.819,0.394,0.051,0.574,0.0,0.247,0.003
2208,1,0.818,0.395,0.051,0.596,0.0,0.237,0.003
2209,1,0.851,0.391,0.057,0.617,0.0,0.234,0.004
2210,2,0.835,0.392,0.049,0.638,0.0,0.232,0.003
2211,2,0.817,0.39,0.046,0.66,0.0,0.232,0.003
2212,2,0.722,0.391,0.044,0.681,0.0,0.237,0.003
2213,2,0.658,0.398,0.043,0.702,0.0,0.255,0.003
2214,2,0.612,0.403,0.041,0.723,0.0,0.276,0.003
2215,2,0.654,0.434,0.045,0.745,0.0,0.299,0.003
2216,1,0.65,0.491,0.07,0.766,0.0,0.337,0.005
2217,1,0.635,0.521,0.078,0.787,0.0,0.372,0.005
2218,1,0.601,0.506,0.069,0.809,0.0,0.39,0.005
2219,1,0.571,0.479,0.048,0.83,0.0,0.38,0.003
2220,1,0.604,0.458,0.053,0.851,0.0,0.368,0.003
2221,2,0.618,0.43,0.043,0.872,0.0,0.344,0.003
2222,2,0.655,0.397,0.042,0.894,0.0,0.32,0.003
2223,2,0.639,0.358,0.034,0.915,0.0,0.299,0.002
2224,2,0.636,0.371,0.043,0.936,0.0,0.282,0.003
2225,2,0.593,0.366,0.043,0.957,0.0,0.283,0.003
2226,1,0.52,0.364,0.054,0.979,0.0,0.373,0.004
2227,2,0.561,0.334,0.044,1.0,0.0,0.372,0.003
2228,1,0.573,0.315,0.048,0.0,0.167,0.345,0.003
2229,2,0.573,0.28,0.044,0.021,0.167,0.316,0.003
2230,2,0.511,0.253,0.044,0.043,0.167,0.373,0.003
2231,2,0.549,0.22,0.043,0.064,0.167,0.339,0.003
2232,2,0.573,0.191,0.043,0.085,0.167,0.312,0.003
2233,2,0.603,0.168,0.042,0.106,0.167,0.264,0.003
2234,2,0.614,0.143,0.029,0.128,0.167,0.228,0.002
2235,2,0.635,0.136,0.026,0.149,0.167,0.195,0.002
2236,2,0.62,0.141,0.033,0.17,0.167,0.185,0.002
2237,2,0.626,0.146,0.031,0.191,0.167,0.179,0.002
2238,2,0.676,0.18,0.035,0.213,0.167,0.19,0.002
2239,2,0.616,0.219,0.036,0.234,0.167,0.218,0.002
2240,1,0.597,0.305,0.053,0.255,0.167,0.292,0.004
2241,1,0.48,0.398,0.048,0.277,0.167,0.381,0.003
2242,2,0.489,0.408,0.041,0.298,0.167,0.43,0.003
2243,1,0.483,0.475,0.075,0.319,0.167,0.492,0.005
2244,1,0.492,0.508,0.086,0.34,0.167,0.528,0.006
2245,1,0.492,0.526,0.084,0.362,0.167,0.538,0.006
2246,1,0.495,0.574,0.09,0.383,0.167,0.552,0.006
2247,1,0.479,0.59,0.089,0.404,0.167,0.552,0.006
2248,1,0.511,0.582,0.089,0.426,0.167,0.544,0.006
2249,1,0.457,0.574,0.089,0.447,0.167,0.554,0.006
2250,1,0.513,0.56,0.087,0.468,0.167,0.546,0.006
2251,1,0.594,0.556,0.087,0.489,0.167,0.516,0.006
2252,1,0.57,0.553,0.086,0.511,0.167,0.48,0.006
2253,1,0.53,0.553,0.089,0.532,0.167,0.54,0.006
2254,1,0.493,0.548,0.089,0.553,0.167,0.554,0.006
2255,1,0.471,0.55,0.09,0.574,0.167,0.568,0.006
2256,1,0.461,0.543,0.09,0.596,0.167,0.573,0.006
2257,1,0.478,0.53,0.089,0.617,0.167,0.575,0.006
2258,1,0.55,0.524,0.088,0.638,0.167,0.562,0.006
2259,1,0.519,0.539,0.089,0.66,0.167,0.567,0.006
2260,1,0.514,0.559,0.09,0.681,0.167,0.573,0.006
2261,1,0.428,0.569,0.091,0.702,0.167,0.586,0.006
2262,1,0.399,0.576,0.09,0.723,0.167,0.613,0.006
2263,1,0.4,0.595,0.091,0.745,0.167,0.644,0.006
2264,1,0.421,0.598,0.09,0.766,0.167,0.625,0.006
2265,1,0.387,0.593,0.089,0.787,0.167,0.616,0.006
2266,1,0.388,0.548,0.088,0.809,0.167,0.623,0.006
2267,1,0.389,0.512,0.084,0.83,0.167,0.611,0.006
2268,2,0.393,0.481,0.054,0.851,0.167,0.574,0.004
2269,2,0.385,0.456,0.047,0.872,0.167,0.545,0.003
2270,2,0.362,0.413,0.043,0.894,0.167,0.503,0.003
2271,2,0.355,0.382,0.042,0.915,0.167,0.471,0.003
2272,1,0.502,0.434,0.088,0.936,0.167,0.439,0.006
2273,2,0.461,0.459,0.056,0.957,0.167,0.427,0.004
2274,1,0.395,0.472,0.087,0.979,0.167,0.522,0.006
2275,1,0.451,0.463,0.083,1.0,0.167,0.513,0.006
2276,1,0.478,0.44,0.083,0.0,0.333,0.477,0.006
2277,1,0.5,0.414,0.078,0.021,0.333,0.448,0.005
2278,1,0.403,0.377,0.077,0.043,0.333,0.499,0.005
2279,2,0.405,0.322,0.059,0.064,0.333,0.479,0.004
2280,2,0.443,0.277,0.048,0.085,0.333,0.425,0.003
2281,2,0.487,0.221,0.043,0.106,0.333,0.375,0.003
2282,2,0.558,0.19,0.042,0.128,0.333,0.327,0.003
2283,2,0.58,0.174,0.039,0.149,0.333,0.292,0.003
2284,2,0.647,0.164,0.026,0.17,0.333,0.265,0.002
2285,2,0.655,0.172,0.029,0.191,0.333,0.257,0.002
2286,2,0.643,0.197,0.037,0.213,0.333,0.271,0.002
2287,2,0.591,0.247,0.038,0.234,0.333,0.3,0.003
2288,2,0.571,0.344,0.044,0.255,0.333,0.371,0.003
2289,2,0.394,0.423,0.067,0.277,0.333,0.47,0.005
2290,2,0.371,0.429,0.057,0.298,0.333,0.507,0.004
2291,1,0.352,0.48,0.087,0.319,0.333,0.569,0.006
2292,1,0.348,0.502,0.09,0.34,0.333,0.601,0.006
2293,1,0.397,0.507,0.088,0.362,0.333,0.604,0.006
2294,1,0.392,0.544,0.092,0.383,0.333,0.613,0.006
2295,1,0.425,0.557,0.091,0.404,0.333,0.607,0.006
2296,1,0.418,0.539,0.088,0.426,0.333,0.597,0.006
2297,1,0.413,0.518,0.086,0.447,0.333,0.596,0.006
2298,1,0.421,0.505,0.086,0.468,0.333,0.599,0.006
2299,1,0.425,0.502,0.086,0.489,0.333,0.598,0.006
2300,1,0.458,0.494,0.084,0.511,0.333,0.591,0.006
2301,2,0.422,0.486,0.062,0.532,0.333,0.59,0.004
2302,1,0.415,0.487,0.076,0.553,0.333,0.608,0.005
2303,1,0.398,0.481,0.084,0.574,0.333,0.608,0.006
2304,1,0.399,0.475,0.075,0.596,0.333,0.602,0.005
2305,2,0.373,0.472,0.063,0.617,0.333,0.596,0.004
2306,2,0.394,0.462,0.057,0.638,0.333,0.587,0.004
2307,2,0.402,0.461,0.057,0.66,0.333,0.586,0.004
2308,2,0.39,0.463,0.067,0.681,0.333,0.601,0.005
2309,1,0.372,0.469,0.083,0.702,0.333,0.624,0.006
2310,1,0.388,0.477,0.084,0.723,0.333,0.642,0.006
2311,1,0.395,0.494,0.082,0.745,0.333,0.665,0.006
2312,1,0.4,0.514,0.084,0.766,0.333,0.65,0.006
2313,1,0.407,0.563,0.088,0.787,0.333,0.654,0.006
2314,1,0.44,0.541,0.084,0.809,0.333,0.642,0.006
2315,1,0.406,0.511,0.077,0.83,0.333,0.623,0.005
2316,2,0.392,0.492,0.063,0.851,0.333,0.585,0.004
2317,2,0.377,0.464,0.05,0.872,0.333,0.559,0.003
2318,2,0.392,0.435,0.043,0.894,0.333,0.519,0.003
2319,2,0.423,0.397,0.042,0.915,0.333,0.484,0.003
2320,1,0.512,0.448,0.081,0.936,0.333,0.447,0.005
2321,2,0.453,0.463,0.043,0.957,0.333,0.425,0.003
2322,1,0.42,0.449,0.075,0.979,0.333,0.52,0.005
2323,2,0.464,0.447,0.067,1.0,0.333,0.515,0.005
2324,1,0.574,0.461,0.07,0.0,0.5,0.482,0.005
2325,2,0.583,0.449,0.06,0.021,0.5,0.451,0.004
2326,1,0.492,0.414,0.068,0.043,0.5,0.508,0.005
2327,2,0.511,0.367,0.062,0.064,0.5,0.47,0.004
2328,2,0.606,0.304,0.058,0.085,0.5,0.418,0.004
2329,2,0.607,0.261,0.05,0.106,0.5,0.367,0.003
2330,2,0.638,0.219,0.048,0.128,0.5,0.33,0.003
2331,2,0.642,0.196,0.043,0.149,0.5,0.288,0.003
2332,2,0.714,0.18,0.042,0.17,0.5,0.252,0.003
2333,2,0.662,0.185,0.043,0.191,0.5,0.252,0.003
2334,2,0.631,0.205,0.038,0.213,0.5,0.263,0.003
2335,2,0.654,0.257,0.045,0.234,0.5,0.293,0.003
2336,2,0.594,0.358,0.051,0.255,0.5,0.365,0.003
2337,2,0.468,0.433,0.049,0.277,0.5,0.459,0.003
2338,2,0.453,0.42,0.037,0.298,0.5,0.492,0.003
2339,2,0.428,0.467,0.05,0.319,0.5,0.558,0.003
2340,2,0.403,0.486,0.054,0.34,0.5,0.587,0.004
2341,2,0.333,0.484,0.045,0.362,0.5,0.582,0.003
2342,2,0.417,0.522,0.057,0.383,0.5,0.592,0.004
2343,2,0.431,0.537,0.052,0.404,0.5,0.589,0.004
2344,2,0.386,0.526,0.059,0.426,0.5,0.585,0.004
2345,2,0.393,0.509,0.057,0.447,0.5,0.593,0.004
2346,2,0.424,0.498,0.056,0.468,0.5,0.593,0.004
2347,2,0.444,0.496,0.057,0.489,0.5,0.585,0.004
2348,2,0.424,0.488,0.054,0.511,0.5,0.562,0.004
2349,2,0.386,0.479,0.048,0.532,0.5,0.548,0.003
2350,2,0.362,0.476,0.049,0.553,0.5,0.556,0.003
2351,2,0.338,0.472,0.044,0.574,0.5,0.554,0.003
2352,2,0.355,0.465,0.043,0.596,0.5,0.547,0.003
2353,2,0.364,0.458,0.042,0.617,0.5,0.541,0.003
2354,2,0.38,0.446,0.043,0.638,0.5,0.529,0.003
2355,2,0.413,0.45,0.044,0.66,0.5,0.531,0.003
2356,2,0.394,0.455,0.045,0.681,0.5,0.539,0.003
2357,2,0.366,0.464,0.046,0.702,0.5,0.553,0.003
2358,2,0.4,0.481,0.052,0.723,0.5,0.575,0.004
2359,2,0.433,0.506,0.052,0.745,0.5,0.58,0.004
2360,1,0.498,0.525,0.058,0.766,0.5,0.572,0.004
2361,1,0.439,0.55,0.07,0.787,0.5,0.586,0.005
2362,1,0.339,0.52,0.055,0.809,0.5,0.614,0.004
2363,2,0.333,0.483,0.047,0.83,0.5,0.597,0.003
2364,2,0.318,0.465,0.043,0.851,0.5,0.568,0.003
2365,2,0.414,0.442,0.043,0.872,0.5,0.537,0.003
2366,2,0.39,0.42,0.043,0.894,0.5,0.507,0.003
2367,2,0.371,0.382,0.041,0.915,0.5,0.475,0.003
2368,1,0.483,0.431,0.061,0.936,0.5,0.437,0.004
2369,2,0.432,0.451,0.043,0.957,0.5,0.422,0.003
2370,1,0.408,0.467,0.071,0.979,0.5,0.523,0.005
2371,1,0.457,0.465,0.063,1.0,0.5,0.514,0.004
2372,1,0.52,0.446,0.053,0.0,0.667,0.471,0.004
2373,2,0.547,0.428,0.051,0.021,0.667,0.445,0.003
2374,1,0.456,0.398,0.061,0.043,0.667,0.49,0.004
2375,2,0.468,0.35,0.049,0.064,0.667,0.463,0.003
2376,2,0.492,0.293,0.045,0.085,0.667,0.404,0.003
2377,2,0.514,0.25,0.044,0.106,0.667,0.36,0.003
2378,2,0.57,0.204,0.043,0.128,0.667,0.311,0.003
2379,2,0.62,0.183,0.041,0.149,0.667,0.278,0.003
2380,2,0.627,0.174,0.036,0.17,0.667,0.255,0.002
2381,2,0.643,0.183,0.042,0.191,0.667,0.246,0.003
2382,2,0.604,0.205,0.042,0.213,0.667,0.264,0.003
2383,2,0.602,0.251,0.043,0.234,0.667,0.287,0.003
2384,1,0.555,0.345,0.058,0.255,0.667,0.371,0.004
2385,1,0.493,0.422,0.058,0.277,0.667,0.452,0.004
2386,2,0.439,0.421,0.048,0.298,0.667,0.481,0.003
2387,1,0.397,0.467,0.051,0.319,0.667,0.54,0.003
2388,2,0.4,0.485,0.05,0.34,0.667,0.564,0.003
2389,2,0.349,0.487,0.049,0.362,0.667,0.56,0.003
2390,1,0.436,0.53,0.066,0.383,0.667,0.576,0.004
2391,1,0.425,0.543,0.066,0.404,0.667,0.562,0.004
2392,1,0.435,0.529,0.051,0.426,0.667,0.564,0.003
2393,1,0.424,0.517,0.053,0.447,0.667,0.559,0.004
2394,1,0.425,0.508,0.05,0.468,0.667,0.553,0.003
2395,2,0.379,0.502,0.048,0.489,0.667,0.551,0.003
2396,2,0.336,0.49,0.049,0.511,0.667,0.542,0.003
2397,2,0.356,0.489,0.049,0.532,0.667,0.533,0.003
2398,2,0.352,0.491,0.049,0.553,0.667,0.547,0.003
2399,2,0.321,0.483,0.048,0.574,0.667,0.541,0.003
2400,2,0.332,0.464,0.047,0.596,0.667,0.536,0.003
2401,2,0.343,0.467,0.044,0.617,0.667,0.534,0.003
2402,2,0.347,0.451,0.043,0.638,0.667,0.522,0.003
2403,2,0.36,0.457,0.044,0.66,0.667,0.518,0.003
2404,2,0.351,0.46,0.043,0.681,0.667,0.517,0.003
2405,2,0.351,0.468,0.043,0.702,0.667,0.536,0.003
2406,2,0.374,0.475,0.049,0.723,0.667,0.555,0.003
2407,2,0.42,0.5,0.05,0.745,0.667,0.573,0.003
2408,1,0.456,0.528,0.06,0.766,0.667,0.574,0.004
2409,1,0.471,0.557,0.071,0.787,0.667,0.576,0.005
2410,1,0.373,0.537,0.058,0.809,0.667,0.587,0.004
2411,2,0.409,0.508,0.043,0.83,0.667,0.568,0.003
2412,2,0.438,0.486,0.044,0.851,0.667,0.547,0.003
2413,2,0.425,0.469,0.043,0.872,0.667,0.516,0.003
2414,2,0.429,0.433,0.042,0.894,0.667,0.485,0.003
2415,2,0.386,0.39,0.042,0.915,0.667,0.447,0.003
2416,1,0.464,0.443,0.054,0.936,0.667,0.423,0.004
2417,2,0.43,0.463,0.05,0.957,0.667,0.403,0.003
2418,1,0.399,0.471,0.087,0.979,0.667,0.51,0.006
2419,1,0.451,0.46,0.086,1.0,0.667,0.508,0.006
2420,1,0.482,0.434,0.082,0.0,0.833,0.465,0.006
2421,1,0.507,0.417,0.065,0.021,0.833,0.428,0.004
2422,1,0.417,0.381,0.071,0.043,0.833,0.482,0.005
2423,1,0.458,0.329,0.059,0.064,0.833,0.452,0.004
2424,2,0.526,0.275,0.046,0.085,0.833,0.4,0.003
2425,2,0.592,0.236,0.048,0.106,0.833,0.352,0.003
2426,2,0.597,0.196,0.043,0.128,0.833,0.308,0.003
2427,2,0.667,0.174,0.041,0.149,0.833,0.267,0.003
2428,2,0.664,0.169,0.042,0.17,0.833,0.248,0.003
2429,2,0.68,0.172,0.042,0.191,0.833,0.244,0.003
2430,2,0.656,0.194,0.042,0.213,0.833,0.249,0.003
2431,2,0.666,0.245,0.045,0.234,0.833,0.28,0.003
2432,1,0.62,0.33,0.068,0.255,0.833,0.36,0.004
2433,1,0.542,0.418,0.092,0.277,0.833,0.44,0.006
2434,1,0.479,0.407,0.053,0.298,0.833,0.467,0.004
2435,1,0.504,0.464,0.08,0.319,0.833,0.52,0.005
2436,1,0.486,0.484,0.086,0.34,0.833,0.55,0.006
2437,1,0.516,0.494,0.086,0.362,0.833,0.544,0.006
2438,1,0.52,0.542,0.091,0.383,0.833,0.561,0.006
2439,1,0.529,0.55,0.149,0.404,0.833,0.549,0.01
2440,1,0.472,0.541,0.144,0.426,0.833,0.561,0.01
2441,1,0.489,0.529,0.137,0.447,0.833,0.558,0.009
2442,1,0.488,0.524,0.139,0.468,0.833,0.561,0.009
2443,1,0.454,0.513,0.086,0.489,0.833,0.557,0.006
2444,1,0.439,0.51,0.088,0.511,0.833,0.549,0.006
2445,1,0.447,0.499,0.088,0.532,0.833,0.539,0.006
2446,1,0.465,0.494,0.091,0.553,0.833,0.553,0.006
2447,1,0.441,0.491,0.09,0.574,0.833,0.545,0.006
2448,1,0.433,0.481,0.09,0.596,0.833,0.541,0.006
2449,1,0.455,0.47,0.086,0.617,0.833,0.53,0.006
2450,1,0.479,0.454,0.086,0.638,0.833,0.523,0.006
2451,2,0.433,0.452,0.058,0.66,0.833,0.506,0.004
2452,2,0.392,0.45,0.05,0.681,0.833,0.516,0.003
2453,2,0.325,0.444,0.048,0.702,0.833,0.519,0.003
2454,2,0.285,0.439,0.043,0.723,0.833,0.532,0.003
2455,2,0.285,0.444,0.045,0.745,0.833,0.544,0.003
2456,2,0.325,0.462,0.044,0.766,0.833,0.54,0.003
2457,2,0.284,0.49,0.043,0.787,0.833,0.536,0.003
2458,2,0.261,0.469,0.042,0.809,0.833,0.542,0.003
2459,2,0.289,0.44,0.042,0.83,0.833,0.517,0.003
2460,2,0.303,0.427,0.04,0.851,0.833,0.489,0.003
2461,2,0.314,0.417,0.04,0.872,0.833,0.468,0.003
2462,2,0.349,0.388,0.029,0.894,0.833,0.411,0.002
2463,2,0.343,0.354,0.03,0.915,0.833,0.382,0.002
2464,2,0.477,0.42,0.049,0.936,0.833,0.368,0.003
2465,2,0.433,0.457,0.045,0.957,0.833,0.368,0.003
2466,1,0.382,0.462,0.076,0.979,0.833,0.486,0.005
2467,1,0.407,0.453,0.069,1.0,0.833,0.478,0.005
2468,2,0.464,0.411,0.055,0.0,1.0,0.441,0.004
2469,2,0.484,0.396,0.048,0.021,1.0,0.394,0.003
2470,2,0.41,0.364,0.055,0.043,1.0,0.438,0.004
2471,2,0.485,0.312,0.048,0.064,1.0,0.406,0.003
2472,2,0.506,0.25,0.043,0.085,1.0,0.353,0.003
2473,2,0.583,0.211,0.043,0.106,1.0,0.301,0.003
2474,2,0.628,0.172,0.029,0.128,1.0,0.25,0.002
2475,2,0.684,0.141,0.021,0.149,1.0,0.22,0.001
2476,2,0.719,0.13,0.026,0.17,1.0,0.204,0.002
2477,2,0.709,0.111,0.026,0.191,1.0,0.188,0.002
2478,2,0.754,0.121,0.026,0.213,1.0,0.174,0.002
2479,2,0.753,0.138,0.026,0.234,1.0,0.171,0.002
2480,2,0.674,0.182,0.033,0.255,1.0,0.211,0.002
2481,2,0.672,0.228,0.037,0.277,1.0,0.237,0.002
2482,2,0.691,0.259,0.034,0.298,1.0,0.25,0.002
2483,2,0.7,0.322,0.044,0.319,1.0,0.281,0.003
2484,2,0.637,0.37,0.043,0.34,1.0,0.315,0.003
2485,2,0.613,0.397,0.058,0.362,1.0,0.333,0.004
2486,1,0.65,0.434,0.063,0.383,1.0,0.356,0.004
2487,2,0.648,0.446,0.048,0.404,1.0,0.364,0.003
2488,2,0.623,0.429,0.042,0.426,1.0,0.368,0.003
2489,2,0.616,0.412,0.043,0.447,1.0,0.367,0.003
2490,2,0.588,0.4,0.043,0.468,1.0,0.356,0.003
2491,2,0.574,0.389,0.043,0.489,1.0,0.362,0.003
2492,2,0.569,0.382,0.044,0.511,1.0,0.352,0.003
2493,2,0.543,0.362,0.043,0.532,1.0,0.348,0.003
2494,2,0.583,0.347,0.042,0.553,1.0,0.339,0.003
2495,2,0.594,0.335,0.04,0.574,1.0,0.333,0.003
2496,2,0.557,0.325,0.042,0.596,1.0,0.323,0.003
2497,2,0.507,0.328,0.043,0.617,1.0,0.324,0.003
2498,2,0.49,0.328,0.043,0.638,1.0,0.311,0.003
2499,2,0.491,0.324,0.043,0.66,1.0,0.306,0.003
2500,2,0.462,0.327,0.042,0.681,1.0,0.315,0.003
2501,1,0.461,0.329,0.043,0.702,1.0,0.326,0.003
2502,2,0.475,0.328,0.042,0.723,1.0,0.333,0.003
2503,2,0.51,0.35,0.042,0.745,1.0,0.332,0.003
2504,1,0.55,0.382,0.043,0.766,1.0,0.341,0.003
2505,1,0.575,0.43,0.044,0.787,1.0,0.347,0.003
2506,1,0.509,0.422,0.051,0.809,1.0,0.395,0.003
2507,1,0.451,0.391,0.045,0.83,1.0,0.386,0.003
2508,1,0.44,0.376,0.043,0.851,1.0,0.361,0.003
2509,2,0.498,0.351,0.041,0.872,1.0,0.337,0.003
2510,2,0.493,0.33,0.042,0.894,1.0,0.316,0.003
2511,2,0.506,0.31,0.036,0.915,1.0,0.289,0.002
2512,2,0.576,0.33,0.043,0.936,1.0,0.288,0.003
2513,1,0.548,0.344,0.044,0.957,1.0,0.293,0.003
2514,1,0.43,0.342,0.057,0.979,1.0,0.398,0.004
2515,1,0.479,0.32,0.048,1.0,1.0,0.397,0.003
2516,1,0.479,0.284,0.044,0.0,0.0,0.358,0.003
2517,1,0.552,0.246,0.044,0.021,0.0,0.323,0.003
2518,1,0.507,0.225,0.047,0.043,0.0,0.376,0.003
2519,1,0.532,0.188,0.043,0.064,0.0,0.341,0.003
2520,1,0.579,0.155,0.044,0.085,0.0,0.289,0.003
2521,1,0.654,0.13,0.043,0.106,0.0,0.25,0.003
2522,2,0.691,0.109,0.03,0.128,0.0,0.206,0.002
2523,2,0.666,0.091,0.025,0.149,0.0,0.171,0.002
2524,2,0.682,0.088,0.023,0.17,0.0,0.14,0.001
2525,2,0.691,0.089,0.019,0.191,0.0,0.137,0.001
2526,2,0.718,0.093,0.018,0.213,0.0,0.128,0.001
2527,2,0.772,0.109,0.024,0.234,0.0,0.123,0.002
2528,2,0.749,0.138,0.029,0.255,0.0,0.137,0.002
2529,2,0.706,0.167,0.029,0.277,0.0,0.166,0.002
2530,2,0.764,0.22,0.033,0.298,0.0,0.16,0.002
2531,2,0.756,0.263,0.037,0.319,0.0,0.176,0.002
2532,1,0.736,0.31,0.042,0.34,0.0,0.195,0.003
2533,1,0.737,0.339,0.043,0.362,0.0,0.216,0.003
2534,1,0.702,0.359,0.045,0.383,0.0,0.234,0.003
2535,1,0.721,0.358,0.045,0.404,0.0,0.248,0.003
2536,1,0.729,0.36,0.048,0.426,0.0,0.263,0.003
2537,1,0.716,0.359,0.045,0.447,0.0,0.27,0.003
2538,1,0.702,0.356,0.046,0.468,0.0,0.274,0.003
2539,1,0.672,0.337,0.041,0.489,0.0,0.267,0.003
2540,1,0.654,0.331,0.041,0.511,0.0,0.266,0.003
2541,2,0.625,0.322,0.035,0.532,0.0,0.262,0.002
2542,1,0.57,0.31,0.043,0.553,0.0,0.259,0.003
2543,1,0.555,0.301,0.041,0.574,0.0,0.253,0.003
2544,2,0.684,0.296,0.026,0.596,0.0,0.246,0.002
2545,2,0.61,0.287,0.027,0.617,0.0,0.246,0.002
2546,2,0.612,0.291,0.034,0.638,0.0,0.247,0.002
2547,1,0.626,0.298,0.041,0.66,0.0,0.251,0.003
2548,1,0.586,0.285,0.041,0.681,0.0,0.259,0.003
2549,2,0.561,0.298,0.038,0.702,0.0,0.265,0.003
2550,2,0.511,0.314,0.036,0.723,0.0,0.276,0.002
2551,2,0.547,0.326,0.039,0.745,0.0,0.273,0.003
2552,1,0.572,0.36,0.04,0.766,0.0,0.279,0.003
2553,1,0.597,0.398,0.044,0.787,0.0,0.296,0.003
2554,1,0.542,0.399,0.044,0.809,0.0,0.344,0.003
2555,1,0.553,0.396,0.047,0.83,0.0,0.343,0.003
2556,1,0.527,0.365,0.044,0.851,0.0,0.321,0.003
2557,2,0.551,0.333,0.035,0.872,0.0,0.288,0.002
2558,1,0.6,0.336,0.041,0.894,0.0,0.264,0.003
2559,2,0.575,0.317,0.03,0.915,0.0,0.231,0.002
2560,2,0.61,0.32,0.036,0.936,0.0,0.226,0.002
2561,2,0.554,0.301,0.032,0.957,0.0,0.223,0.002
2562,1,0.423,0.288,0.042,0.979,0.0,0.325,0.003
2563,1,0.393,0.252,0.038,1.0,0.0,0.33,0.003
2564,2,0.396,0.225,0.034,0.0,0.167,0.311,0.002
2565,2,0.433,0.202,0.037,0.021,0.167,0.282,0.002
2566,1,0.397,0.184,0.043,0.043,0.167,0.353,0.003
2567,2,0.442,0.154,0.036,0.064,0.167,0.323,0.002
2568,2,0.448,0.136,0.036,0.085,0.167,0.284,0.002
