,day,period,nswprice,nswdemand,vicprice,vicdemand,transfer,class
2180,0.0,0.059,0.0,0.306,0.004,0.352,0.508,2
2181,0.0,0.043,0.021,0.264,0.003,0.307,0.493,2
2182,0.0,0.046,0.043,0.233,0.003,0.356,0.49,2
2183,0.0,0.043,0.064,0.198,0.003,0.32,0.515,2
2184,0.0,0.04,0.085,0.161,0.003,0.284,0.507,2
2185,0.0,0.037,0.106,0.129,0.003,0.229,0.588,2
2186,0.0,0.038,0.128,0.105,0.002,0.191,0.619,2
2187,0.0,0.034,0.149,0.094,0.002,0.161,0.646,2
2188,0.0,0.039,0.17,0.085,0.003,0.134,0.708,2
2189,0.0,0.038,0.191,0.084,0.002,0.122,0.718,2
2190,0.0,0.03,0.213,0.083,0.002,0.108,0.721,2
2191,0.0,0.024,0.234,0.086,0.002,0.097,0.766,2
2192,0.0,0.038,0.255,0.113,0.002,0.092,0.788,2
2193,0.0,0.034,0.277,0.142,0.002,0.117,0.779,2
2194,0.0,0.024,0.298,0.17,0.002,0.114,0.818,2
2195,0.0,0.039,0.319,0.218,0.002,0.137,0.823,2
2196,0.0,0.04,0.34,0.273,0.003,0.171,0.776,2
2197,0.0,0.043,0.362,0.323,0.003,0.19,0.675,2
2198,0.0,0.042,0.383,0.36,0.003,0.198,0.702,2
2199,0.0,0.042,0.404,0.383,0.003,0.214,0.76,2
2200,0.0,0.042,0.426,0.384,0.003,0.232,0.771,2
2201,0.0,0.042,0.447,0.382,0.003,0.243,0.76,2
2202,0.0,0.042,0.468,0.387,0.003,0.249,0.675,2
2203,0.0,0.045,0.489,0.396,0.003,0.255,0.733,2
2204,0.0,0.047,0.511,0.402,0.003,0.258,0.747,2
2205,0.0,0.049,0.532,0.403,0.003,0.259,0.807,2
2206,0.0,0.053,0.553,0.395,0.003,0.252,0.799,1
2207,0.0,0.051,0.574,0.394,0.003,0.247,0.819,1
2208,0.0,0.051,0.596,0.395,0.003,0.237,0.818,1
2209,0.0,0.057,0.617,0.391,0.004,0.234,0.851,1
2210,0.0,0.049,0.638,0.392,0.003,0.232,0.835,2
2211,0.0,0.046,0.66,0.39,0.003,0.232,0.817,2
2212,0.0,0.044,0.681,0.391,0.003,0.237,0.722,2
2213,0.0,0.043,0.702,0.398,0.003,0.255,0.658,2
2214,0.0,0.041,0.723,0.403,0.003,0.276,0.612,2
2215,0.0,0.045,0.745,0.434,0.003,0.299,0.654,2
2216,0.0,0.07,0.766,0.491,0.005,0.337,0.65,1
2217,0.0,0.078,0.787,0.521,0.005,0.372,0.635,1
2218,0.0,0.069,0.809,0.506,0.005,0.39,0.601,1
2219,0.0,0.048,0.83,0.479,0.003,0.38,0.571,1
2220,0.0,0.053,0.851,0.458,0.003,0.368,0.604,1
2221,0.0,0.043,0.872,0.43,0.003,0.344,0.618,2
2222,0.0,0.042,0.894,0.397,0.003,0.32,0.655,2
2223,0.0,0.034,0.915,0.358,0.002,0.299,0.639,2
2224,0.0,0.043,0.936,0.371,0.003,0.282,0.636,2
2225,0.0,0.043,0.957,0.366,0.003,0.283,0.593,2
2226,0.0,0.054,0.979,0.364,0.004,0.373,0.52,1
2227,0.0,0.044,1.0,0.334,0.003,0.372,0.561,2
2228,0.167,0.048,0.0,0.315,0.003,0.345,0.573,1
2229,0.167,0.044,0.021,0.28,0.003,0.316,0.573,2
2230,0.167,0.044,0.043,0.253,0.003,0.373,0.511,2
2231,0.167,0.043,0.064,0.22,0.003,0.339,0.549,2
2232,0.167,0.043,0.085,0.191,0.003,0.312,0.573,2
2233,0.167,0.042,0.106,0.168,0.003,0.264,0.603,2
2234,0.167,0.029,0.128,0.143,0.002,0.228,0.614,2
2235,0.167,0.026,0.149,0.136,0.002,0.195,0.635,2
2236,0.167,0.033,0.17,0.141,0.002,0.185,0.62,2
2237,0.167,0.031,0.191,0.146,0.002,0.179,0.626,2
2238,0.167,0.035,0.213,0.18,0.002,0.19,0.676,2
2239,0.167,0.036,0.234,0.219,0.002,0.218,0.616,2
2240,0.167,0.053,0.255,0.305,0.004,0.292,0.597,1
2241,0.167,0.048,0.277,0.398,0.003,0.381,0.48,1
2242,0.167,0.041,0.298,0.408,0.003,0.43,0.489,2
2243,0.167,0.075,0.319,0.475,0.005,0.492,0.483,1
2244,0.167,0.086,0.34,0.508,0.006,0.528,0.492,1
2245,0.167,0.084,0.362,0.526,0.006,0.538,0.492,1
2246,0.167,0.09,0.383,0.574,0.006,0.552,0.495,1
2247,0.167,0.089,0.404,0.59,0.006,0.552,0.479,1
2248,0.167,0.089,0.426,0.582,0.006,0.544,0.511,1
2249,0.167,0.089,0.447,0.574,0.006,0.554,0.457,1
2250,0.167,0.087,0.468,0.56,0.006,0.546,0.513,1
2251,0.167,0.087,0.489,0.556,0.006,0.516,0.594,1
2252,0.167,0.086,0.511,0.553,0.006,0.48,0.57,1
2253,0.167,0.089,0.532,0.553,0.006,0.54,0.53,1
2254,0.167,0.089,0.553,0.548,0.006,0.554,0.493,1
2255,0.167,0.09,0.574,0.55,0.006,0.568,0.471,1
2256,0.167,0.09,0.596,0.543,0.006,0.573,0.461,1
2257,0.167,0.089,0.617,0.53,0.006,0.575,0.478,1
2258,0.167,0.088,0.638,0.524,0.006,0.562,0.55,1
2259,0.167,0.089,0.66,0.539,0.006,0.567,0.519,1
2260,0.167,0.09,0.681,0.559,0.006,0.573,0.514,1
2261,0.167,0.091,0.702,0.569,0.006,0.586,0.428,1
2262,0.167,0.09,0.723,0.576,0.006,0.613,0.399,1
2263,0.167,0.091,0.745,0.595,0.006,0.644,0.4,1
2264,0.167,0.09,0.766,0.598,0.006,0.625,0.421,1
2265,0.167,0.089,0.787,0.593,0.006,0.616,0.387,1
2266,0.167,0.088,0.809,0.548,0.006,0.623,0.388,1
2267,0.167,0.084,0.83,0.512,0.006,0.611,0.389,1
2268,0.167,0.054,0.851,0.481,0.004,0.574,0.393,2
2269,0.167,0.047,0.872,0.456,0.003,0.545,0.385,2
2270,0.167,0.043,0.894,0.413,0.003,0.503,0.362,2
2271,0.167,0.042,0.915,0.382,0.003,0.471,0.355,2
2272,0.167,0.088,0.936,0.434,0.006,0.439,0.502,1
2273,0.167,0.056,0.957,0.459,0.004,0.427,0.461,2
2274,0.167,0.087,0.979,0.472,0.006,0.522,0.395,1
2275,0.167,0.083,1.0,0.463,0.006,0.513,0.451,1
2276,0.333,0.083,0.0,0.44,0.006,0.477,0.478,1
2277,0.333,0.078,0.021,0.414,0.005,0.448,0.5,1
2278,0.333,0.077,0.043,0.377,0.005,0.499,0.403,1
2279,0.333,0.059,0.064,0.322,0.004,0.479,0.405,2
2280,0.333,0.048,0.085,0.277,0.003,0.425,0.443,2
2281,0.333,0.043,0.106,0.221,0.003,0.375,0.487,2
2282,0.333,0.042,0.128,0.19,0.003,0.327,0.558,2
2283,0.333,0.039,0.149,0.174,0.003,0.292,0.58,2
2284,0.333,0.026,0.17,0.164,0.002,0.265,0.647,2
2285,0.333,0.029,0.191,0.172,0.002,0.257,0.655,2
2286,0.333,0.037,0.213,0.197,0.002,0.271,0.643,2
2287,0.333,0.038,0.234,0.247,0.003,0.3,0.591,2
2288,0.333,0.044,0.255,0.344,0.003,0.371,0.571,2
2289,0.333,0.067,0.277,0.423,0.005,0.47,0.394,2
2290,0.333,0.057,0.298,0.429,0.004,0.507,0.371,2
2291,0.333,0.087,0.319,0.48,0.006,0.569,0.352,1
2292,0.333,0.09,0.34,0.502,0.006,0.601,0.348,1
2293,0.333,0.088,0.362,0.507,0.006,0.604,0.397,1
2294,0.333,0.092,0.383,0.544,0.006,0.613,0.392,1
2295,0.333,0.091,0.404,0.557,0.006,0.607,0.425,1
2296,0.333,0.088,0.426,0.539,0.006,0.597,0.418,1
2297,0.333,0.086,0.447,0.518,0.006,0.596,0.413,1
2298,0.333,0.086,0.468,0.505,0.006,0.599,0.421,1
2299,0.333,0.086,0.489,0.502,0.006,0.598,0.425,1
2300,0.333,0.084,0.511,0.494,0.006,0.591,0.458,1
2301,0.333,0.062,0.532,0.486,0.004,0.59,0.422,2
2302,0.333,0.076,0.553,0.487,0.005,0.608,0.415,1
2303,0.333,0.084,0.574,0.481,0.006,0.608,0.398,1
2304,0.333,0.075,0.596,0.475,0.005,0.602,0.399,1
2305,0.333,0.063,0.617,0.472,0.004,0.596,0.373,2
2306,0.333,0.057,0.638,0.462,0.004,0.587,0.394,2
2307,0.333,0.057,0.66,0.461,0.004,0.586,0.402,2
2308,0.333,0.067,0.681,0.463,0.005,0.601,0.39,2
2309,0.333,0.083,0.702,0.469,0.006,0.624,0.372,1
2310,0.333,0.084,0.723,0.477,0.006,0.642,0.388,1
2311,0.333,0.082,0.745,0.494,0.006,0.665,0.395,1
2312,0.333,0.084,0.766,0.514,0.006,0.65,0.4,1
2313,0.333,0.088,0.787,0.563,0.006,0.654,0.407,1
2314,0.333,0.084,0.809,0.541,0.006,0.642,0.44,1
2315,0.333,0.077,0.83,0.511,0.005,0.623,0.406,1
2316,0.333,0.063,0.851,0.492,0.004,0.585,0.392,2
2317,0.333,0.05,0.872,0.464,0.003,0.559,0.377,2
2318,0.333,0.043,0.894,0.435,0.003,0.519,0.392,2
2319,0.333,0.042,0.915,0.397,0.003,0.484,0.423,2
2320,0.333,0.081,0.936,0.448,0.005,0.447,0.512,1
2321,0.333,0.043,0.957,0.463,0.003,0.425,0.453,2
2322,0.333,0.075,0.979,0.449,0.005,0.52,0.42,1
2323,0.333,0.067,1.0,0.447,0.005,0.515,0.464,2
2324,0.5,0.07,0.0,0.461,0.005,0.482,0.574,1
2325,0.5,0.06,0.021,0.449,0.004,0.451,0.583,2
2326,0.5,0.068,0.043,0.414,0.005,0.508,0.492,1
2327,0.5,0.062,0.064,0.367,0.004,0.47,0.511,2
2328,0.5,0.058,0.085,0.304,0.004,0.418,0.606,2
2329,0.5,0.05,0.106,0.261,0.003,0.367,0.607,2
2330,0.5,0.048,0.128,0.219,0.003,0.33,0.638,2
2331,0.5,0.043,0.149,0.196,0.003,0.288,0.642,2
2332,0.5,0.042,0.17,0.18,0.003,0.252,0.714,2
2333,0.5,0.043,0.191,0.185,0.003,0.252,0.662,2
2334,0.5,0.038,0.213,0.205,0.003,0.263,0.631,2
2335,0.5,0.045,0.234,0.257,0.003,0.293,0.654,2
2336,0.5,0.051,0.255,0.358,0.003,0.365,0.594,2
2337,0.5,0.049,0.277,0.433,0.003,0.459,0.468,2
2338,0.5,0.037,0.298,0.42,0.003,0.492,0.453,2
2339,0.5,0.05,0.319,0.467,0.003,0.558,0.428,2
2340,0.5,0.054,0.34,0.486,0.004,0.587,0.403,2
2341,0.5,0.045,0.362,0.484,0.003,0.582,0.333,2
2342,0.5,0.057,0.383,0.522,0.004,0.592,0.417,2
2343,0.5,0.052,0.404,0.537,0.004,0.589,0.431,2
2344,0.5,0.059,0.426,0.526,0.004,0.585,0.386,2
2345,0.5,0.057,0.447,0.509,0.004,0.593,0.393,2
2346,0.5,0.056,0.468,0.498,0.004,0.593,0.424,2
2347,0.5,0.057,0.489,0.496,0.004,0.585,0.444,2
2348,0.5,0.054,0.511,0.488,0.004,0.562,0.424,2
2349,0.5,0.048,0.532,0.479,0.003,0.548,0.386,2
2350,0.5,0.049,0.553,0.476,0.003,0.556,0.362,2
2351,0.5,0.044,0.574,0.472,0.003,0.554,0.338,2
2352,0.5,0.043,0.596,0.465,0.003,0.547,0.355,2
2353,0.5,0.042,0.617,0.458,0.003,0.541,0.364,2
2354,0.5,0.043,0.638,0.446,0.003,0.529,0.38,2
2355,0.5,0.044,0.66,0.45,0.003,0.531,0.413,2
2356,0.5,0.045,0.681,0.455,0.003,0.539,0.394,2
2357,0.5,0.046,0.702,0.464,0.003,0.553,0.366,2
2358,0.5,0.052,0.723,0.481,0.004,0.575,0.4,2
2359,0.5,0.052,0.745,0.506,0.004,0.58,0.433,2
2360,0.5,0.058,0.766,0.525,0.004,0.572,0.498,1
2361,0.5,0.07,0.787,0.55,0.005,0.586,0.439,1
2362,0.5,0.055,0.809,0.52,0.004,0.614,0.339,1
2363,0.5,0.047,0.83,0.483,0.003,0.597,0.333,2
2364,0.5,0.043,0.851,0.465,0.003,0.568,0.318,2
2365,0.5,0.043,0.872,0.442,0.003,0.537,0.414,2
2366,0.5,0.043,0.894,0.42,0.003,0.507,0.39,2
2367,0.5,0.041,0.915,0.382,0.003,0.475,0.371,2
2368,0.5,0.061,0.936,0.431,0.004,0.437,0.483,1
2369,0.5,0.043,0.957,0.451,0.003,0.422,0.432,2
2370,0.5,0.071,0.979,0.467,0.005,0.523,0.408,1
2371,0.5,0.063,1.0,0.465,0.004,0.514,0.457,1
2372,0.667,0.053,0.0,0.446,0.004,0.471,0.52,1
2373,0.667,0.051,0.021,0.428,0.003,0.445,0.547,2
2374,0.667,0.061,0.043,0.398,0.004,0.49,0.456,1
2375,0.667,0.049,0.064,0.35,0.003,0.463,0.468,2
2376,0.667,0.045,0.085,0.293,0.003,0.404,0.492,2
2377,0.667,0.044,0.106,0.25,0.003,0.36,0.514,2
2378,0.667,0.043,0.128,0.204,0.003,0.311,0.57,2
2379,0.667,0.041,0.149,0.183,0.003,0.278,0.62,2
2380,0.667,0.036,0.17,0.174,0.002,0.255,0.627,2
2381,0.667,0.042,0.191,0.183,0.003,0.246,0.643,2
2382,0.667,0.042,0.213,0.205,0.003,0.264,0.604,2
2383,0.667,0.043,0.234,0.251,0.003,0.287,0.602,2
2384,0.667,0.058,0.255,0.345,0.004,0.371,0.555,1
2385,0.667,0.058,0.277,0.422,0.004,0.452,0.493,1
2386,0.667,0.048,0.298,0.421,0.003,0.481,0.439,2
2387,0.667,0.051,0.319,0.467,0.003,0.54,0.397,1
2388,0.667,0.05,0.34,0.485,0.003,0.564,0.4,2
2389,0.667,0.049,0.362,0.487,0.003,0.56,0.349,2
2390,0.667,0.066,0.383,0.53,0.004,0.576,0.436,1
2391,0.667,0.066,0.404,0.543,0.004,0.562,0.425,1
2392,0.667,0.051,0.426,0.529,0.003,0.564,0.435,1
2393,0.667,0.053,0.447,0.517,0.004,0.559,0.424,1
2394,0.667,0.05,0.468,0.508,0.003,0.553,0.425,1
2395,0.667,0.048,0.489,0.502,0.003,0.551,0.379,2
2396,0.667,0.049,0.511,0.49,0.003,0.542,0.336,2
2397,0.667,0.049,0.532,0.489,0.003,0.533,0.356,2
2398,0.667,0.049,0.553,0.491,0.003,0.547,0.352,2
2399,0.667,0.048,0.574,0.483,0.003,0.541,0.321,2
2400,0.667,0.047,0.596,0.464,0.003,0.536,0.332,2
2401,0.667,0.044,0.617,0.467,0.003,0.534,0.343,2
2402,0.667,0.043,0.638,0.451,0.003,0.522,0.347,2
2403,0.667,0.044,0.66,0.457,0.003,0.518,0.36,2
2404,0.667,0.043,0.681,0.46,0.003,0.517,0.351,2
2405,0.667,0.043,0.702,0.468,0.003,0.536,0.351,2
2406,0.667,0.049,0.723,0.475,0.003,0.555,0.374,2
2407,0.667,0.05,0.745,0.5,0.003,0.573,0.42,2
2408,0.667,0.06,0.766,0.528,0.004,0.574,0.456,1
2409,0.667,0.071,0.787,0.557,0.005,0.576,0.471,1
2410,0.667,0.058,0.809,0.537,0.004,0.587,0.373,1
2411,0.667,0.043,0.83,0.508,0.003,0.568,0.409,2
2412,0.667,0.044,0.851,0.486,0.003,0.547,0.438,2
2413,0.667,0.043,0.872,0.469,0.003,0.516,0.425,2
2414,0.667,0.042,0.894,0.433,0.003,0.485,0.429,2
2415,0.667,0.042,0.915,0.39,0.003,0.447,0.386,2
2416,0.667,0.054,0.936,0.443,0.004,0.423,0.464,1
2417,0.667,0.05,0.957,0.463,0.003,0.403,0.43,2
2418,0.667,0.087,0.979,0.471,0.006,0.51,0.399,1
2419,0.667,0.086,1.0,0.46,0.006,0.508,0.451,1
2420,0.833,0.082,0.0,0.434,0.006,0.465,0.482,1
2421,0.833,0.065,0.021,0.417,0.004,0.428,0.507,1
2422,0.833,0.071,0.043,0.381,0.005,0.482,0.417,1
2423,0.833,0.059,0.064,0.329,0.004,0.452,0.458,1
2424,0.833,0.046,0.085,0.275,0.003,0.4,0.526,2
2425,0.833,0.048,0.106,0.236,0.003,0.352,0.592,2
2426,0.833,0.043,0.128,0.196,0.003,0.308,0.597,2
2427,0.833,0.041,0.149,0.174,0.003,0.267,0.667,2
2428,0.833,0.042,0.17,0.169,0.003,0.248,0.664,2
2429,0.833,0.042,0.191,0.172,0.003,0.244,0.68,2
2430,0.833,0.042,0.213,0.194,0.003,0.249,0.656,2
2431,0.833,0.045,0.234,0.245,0.003,0.28,0.666,2
2432,0.833,0.068,0.255,0.33,0.004,0.36,0.62,1
2433,0.833,0.092,0.277,0.418,0.006,0.44,0.542,1
2434,0.833,0.053,0.298,0.407,0.004,0.467,0.479,1
2435,0.833,0.08,0.319,0.464,0.005,0.52,0.504,1
2436,0.833,0.086,0.34,0.484,0.006,0.55,0.486,1
2437,0.833,0.086,0.362,0.494,0.006,0.544,0.516,1
2438,0.833,0.091,0.383,0.542,0.006,0.561,0.52,1
2439,0.833,0.149,0.404,0.55,0.01,0.549,0.529,1
2440,0.833,0.144,0.426,0.541,0.01,0.561,0.472,1
2441,0.833,0.137,0.447,0.529,0.009,0.558,0.489,1
2442,0.833,0.139,0.468,0.524,0.009,0.561,0.488,1
2443,0.833,0.086,0.489,0.513,0.006,0.557,0.454,1
2444,0.833,0.088,0.511,0.51,0.006,0.549,0.439,1
2445,0.833,0.088,0.532,0.499,0.006,0.539,0.447,1
2446,0.833,0.091,0.553,0.494,0.006,0.553,0.465,1
2447,0.833,0.09,0.574,0.491,0.006,0.545,0.441,1
2448,0.833,0.09,0.596,0.481,0.006,0.541,0.433,1
2449,0.833,0.086,0.617,0.47,0.006,0.53,0.455,1
2450,0.833,0.086,0.638,0.454,0.006,0.523,0.479,1
2451,0.833,0.058,0.66,0.452,0.004,0.506,0.433,2
2452,0.833,0.05,0.681,0.45,0.003,0.516,0.392,2
2453,0.833,0.048,0.702,0.444,0.003,0.519,0.325,2
2454,0.833,0.043,0.723,0.439,0.003,0.532,0.285,2
2455,0.833,0.045,0.745,0.444,0.003,0.544,0.285,2
2456,0.833,0.044,0.766,0.462,0.003,0.54,0.325,2
2457,0.833,0.043,0.787,0.49,0.003,0.536,0.284,2
2458,0.833,0.042,0.809,0.469,0.003,0.542,0.261,2
2459,0.833,0.042,0.83,0.44,0.003,0.517,0.289,2
2460,0.833,0.04,0.851,0.427,0.003,0.489,0.303,2
2461,0.833,0.04,0.872,0.417,0.003,0.468,0.314,2
2462,0.833,0.029,0.894,0.388,0.002,0.411,0.349,2
2463,0.833,0.03,0.915,0.354,0.002,0.382,0.343,2
2464,0.833,0.049,0.936,0.42,0.003,0.368,0.477,2
2465,0.833,0.045,0.957,0.457,0.003,0.368,0.433,2
2466,0.833,0.076,0.979,0.462,0.005,0.486,0.382,1
2467,0.833,0.069,1.0,0.453,0.005,0.478,0.407,1
2468,1.0,0.055,0.0,0.411,0.004,0.441,0.464,2
2469,1.0,0.048,0.021,0.396,0.003,0.394,0.484,2
2470,1.0,0.055,0.043,0.364,0.004,0.438,0.41,2
2471,1.0,0.048,0.064,0.312,0.003,0.406,0.485,2
2472,1.0,0.043,0.085,0.25,0.003,0.353,0.506,2
2473,1.0,0.043,0.106,0.211,0.003,0.301,0.583,2
2474,1.0,0.029,0.128,0.172,0.002,0.25,0.628,2
2475,1.0,0.021,0.149,0.141,0.001,0.22,0.684,2
2476,1.0,0.026,0.17,0.13,0.002,0.204,0.719,2
2477,1.0,0.026,0.191,0.111,0.002,0.188,0.709,2
2478,1.0,0.026,0.213,0.121,0.002,0.174,0.754,2
2479,1.0,0.026,0.234,0.138,0.002,0.171,0.753,2
2480,1.0,0.033,0.255,0.182,0.002,0.211,0.674,2
2481,1.0,0.037,0.277,0.228,0.002,0.237,0.672,2
2482,1.0,0.034,0.298,0.259,0.002,0.25,0.691,2
2483,1.0,0.044,0.319,0.322,0.003,0.281,0.7,2
2484,1.0,0.043,0.34,0.37,0.003,0.315,0.637,2
2485,1.0,0.058,0.362,0.397,0.004,0.333,0.613,2
2486,1.0,0.063,0.383,0.434,0.004,0.356,0.65,1
2487,1.0,0.048,0.404,0.446,0.003,0.364,0.648,2
2488,1.0,0.042,0.426,0.429,0.003,0.368,0.623,2
2489,1.0,0.043,0.447,0.412,0.003,0.367,0.616,2
2490,1.0,0.043,0.468,0.4,0.003,0.356,0.588,2
2491,1.0,0.043,0.489,0.389,0.003,0.362,0.574,2
2492,1.0,0.044,0.511,0.382,0.003,0.352,0.569,2
2493,1.0,0.043,0.532,0.362,0.003,0.348,0.543,2
2494,1.0,0.042,0.553,0.347,0.003,0.339,0.583,2
2495,1.0,0.04,0.574,0.335,0.003,0.333,0.594,2
2496,1.0,0.042,0.596,0.325,0.003,0.323,0.557,2
2497,1.0,0.043,0.617,0.328,0.003,0.324,0.507,2
2498,1.0,0.043,0.638,0.328,0.003,0.311,0.49,2
2499,1.0,0.043,0.66,0.324,0.003,0.306,0.491,2
2500,1.0,0.042,0.681,0.327,0.003,0.315,0.462,2
2501,1.0,0.043,0.702,0.329,0.003,0.326,0.461,1
2502,1.0,0.042,0.723,0.328,0.003,0.333,0.475,2
2503,1.0,0.042,0.745,0.35,0.003,0.332,0.51,2
2504,1.0,0.043,0.766,0.382,0.003,0.341,0.55,1
2505,1.0,0.044,0.787,0.43,0.003,0.347,0.575,1
2506,1.0,0.051,0.809,0.422,0.003,0.395,0.509,1
2507,1.0,0.045,0.83,0.391,0.003,0.386,0.451,1
2508,1.0,0.043,0.851,0.376,0.003,0.361,0.44,1
2509,1.0,0.041,0.872,0.351,0.003,0.337,0.498,2
2510,1.0,0.042,0.894,0.33,0.003,0.316,0.493,2
2511,1.0,0.036,0.915,0.31,0.002,0.289,0.506,2
2512,1.0,0.043,0.936,0.33,0.003,0.288,0.576,2
2513,1.0,0.044,0.957,0.344,0.003,0.293,0.548,1
2514,1.0,0.057,0.979,0.342,0.004,0.398,0.43,1
2515,1.0,0.048,1.0,0.32,0.003,0.397,0.479,1
2516,0.0,0.044,0.0,0.284,0.003,0.358,0.479,1
2517,0.0,0.044,0.021,0.246,0.003,0.323,0.552,1
2518,0.0,0.047,0.043,0.225,0.003,0.376,0.507,1
2519,0.0,0.043,0.064,0.188,0.003,0.341,0.532,1
2520,0.0,0.044,0.085,0.155,0.003,0.289,0.579,1
2521,0.0,0.043,0.106,0.13,0.003,0.25,0.654,1
2522,0.0,0.03,0.128,0.109,0.002,0.206,0.691,2
2523,0.0,0.025,0.149,0.091,0.002,0.171,0.666,2
2524,0.0,0.023,0.17,0.088,0.001,0.14,0.682,2
2525,0.0,0.019,0.191,0.089,0.001,0.137,0.691,2
2526,0.0,0.018,0.213,0.093,0.001,0.128,0.718,2
2527,0.0,0.024,0.234,0.109,0.002,0.123,0.772,2
2528,0.0,0.029,0.255,0.138,0.002,0.137,0.749,2
2529,0.0,0.029,0.277,0.167,0.002,0.166,0.706,2
2530,0.0,0.033,0.298,0.22,0.002,0.16,0.764,2
2531,0.0,0.037,0.319,0.263,0.002,0.176,0.756,2
2532,0.0,0.042,0.34,0.31,0.003,0.195,0.736,1
2533,0.0,0.043,0.362,0.339,0.003,0.216,0.737,1
2534,0.0,0.045,0.383,0.359,0.003,0.234,0.702,1
2535,0.0,0.045,0.404,0.358,0.003,0.248,0.721,1
2536,0.0,0.048,0.426,0.36,0.003,0.263,0.729,1
2537,0.0,0.045,0.447,0.359,0.003,0.27,0.716,1
2538,0.0,0.046,0.468,0.356,0.003,0.274,0.702,1
2539,0.0,0.041,0.489,0.337,0.003,0.267,0.672,1
2540,0.0,0.041,0.511,0.331,0.003,0.266,0.654,1
2541,0.0,0.035,0.532,0.322,0.002,0.262,0.625,2
2542,0.0,0.043,0.553,0.31,0.003,0.259,0.57,1
2543,0.0,0.041,0.574,0.301,0.003,0.253,0.555,1
2544,0.0,0.026,0.596,0.296,0.002,0.246,0.684,2
2545,0.0,0.027,0.617,0.287,0.002,0.246,0.61,2
2546,0.0,0.034,0.638,0.291,0.002,0.247,0.612,2
2547,0.0,0.041,0.66,0.298,0.003,0.251,0.626,1
2548,0.0,0.041,0.681,0.285,0.003,0.259,0.586,1
2549,0.0,0.038,0.702,0.298,0.003,0.265,0.561,2
2550,0.0,0.036,0.723,0.314,0.002,0.276,0.511,2
2551,0.0,0.039,0.745,0.326,0.003,0.273,0.547,2
2552,0.0,0.04,0.766,0.36,0.003,0.279,0.572,1
2553,0.0,0.044,0.787,0.398,0.003,0.296,0.597,1
2554,0.0,0.044,0.809,0.399,0.003,0.344,0.542,1
2555,0.0,0.047,0.83,0.396,0.003,0.343,0.553,1
2556,0.0,0.044,0.851,0.365,0.003,0.321,0.527,1
2557,0.0,0.035,0.872,0.333,0.002,0.288,0.551,2
2558,0.0,0.041,0.894,0.336,0.003,0.264,0.6,1
2559,0.0,0.03,0.915,0.317,0.002,0.231,0.575,2
2560,0.0,0.036,0.936,0.32,0.002,0.226,0.61,2
2561,0.0,0.032,0.957,0.301,0.002,0.223,0.554,2
2562,0.0,0.042,0.979,0.288,0.003,0.325,0.423,1
2563,0.0,0.038,1.0,0.252,0.003,0.33,0.393,1
2564,0.167,0.034,0.0,0.225,0.002,0.311,0.396,2
2565,0.167,0.037,0.021,0.202,0.002,0.282,0.433,2
2566,0.167,0.043,0.043,0.184,0.003,0.353,0.397,1
2567,0.167,0.036,0.064,0.154,0.002,0.323,0.442,2
2568,0.167,0.036,0.085,0.136,0.002,0.284,0.448,2
2569,0.167,0.044,0.106,0.133,0.003,0.235,0.539,1
2570,0.167,0.033,0.128,0.129,0.002,0.208,0.609,2
2571,0.167,0.029,0.149,0.132,0.002,0.197,0.635,2
2572,0.167,0.034,0.17,0.159,0.002,0.197,0.618,2
2573,0.167,0.043,0.191,0.197,0.003,0.22,0.711,1
2574,0.167,0.065,0.213,0.268,0.004,0.291,0.754,1
2575,0.167,0.082,0.234,0.355,0.005,0.362,0.638,1
2576,0.167,0.104,0.255,0.395,0.007,0.486,0.502,1
2577,0.167,0.115,0.277,0.457,0.008,0.572,0.384,1
2578,0.167,0.075,0.298,0.473,0.005,0.544,0.449,1
2579,0.167,0.075,0.319,0.491,0.005,0.549,0.42,1
2580,0.167,0.077,0.34,0.544,0.005,0.568,0.48,1
2581,0.167,0.075,0.362,0.57,0.005,0.554,0.473,1
2582,0.167,0.078,0.383,0.567,0.005,0.557,0.494,1
2583,0.167,0.076,0.404,0.562,0.005,0.565,0.489,1
2584,0.167,0.083,0.426,0.569,0.006,0.566,0.467,1
2585,0.167,0.085,0.447,0.572,0.006,0.57,0.471,1
2586,0.167,0.079,0.468,0.571,0.005,0.555,0.486,1
2587,0.167,0.088,0.489,0.569,0.006,0.553,0.507,1
2588,0.167,0.087,0.511,0.572,0.006,0.552,0.486,1
2589,0.167,0.089,0.532,0.564,0.006,0.556,0.498,1
2590,0.167,0.089,0.553,0.558,0.006,0.563,0.479,1
2591,0.167,0.086,0.574,0.55,0.006,0.549,0.487,1
2592,0.167,0.077,0.596,0.54,0.005,0.535,0.468,1
2593,0.167,0.076,0.617,0.539,0.005,0.529,0.468,1
2594,0.167,0.075,0.638,0.538,0.005,0.531,0.474,1
2595,0.167,0.075,0.66,0.534,0.005,0.534,0.477,1
2596,0.167,0.066,0.681,0.522,0.004,0.544,0.447,1
2597,0.167,0.075,0.702,0.519,0.005,0.555,0.45,1
2598,0.167,0.053,0.723,0.501,0.004,0.557,0.41,2
2599,0.167,0.044,0.745,0.474,0.003,0.528,0.364,2
2600,0.167,0.042,0.766,0.458,0.003,0.507,0.397,2
2601,0.167,0.042,0.787,0.475,0.003,0.515,0.289,2
2602,0.167,0.042,0.809,0.471,0.003,0.516,0.293,2
