,attribute1,attribute2,attribute3,attribute4,attribute5,attribute6,attribute7,attribute8,class
773,0.461,0.538,0.007,0.29,0.467,0.469,0.631,0.515,1
774,0.409,0.476,0.01,0.351,0.384,0.469,0.283,0.412,1
775,0.393,0.418,0.012,0.46,0.427,0.454,0.366,0.378,2
776,0.362,0.43,0.013,0.323,0.17,0.347,0.194,0.412,1
777,0.362,0.453,0.011,0.367,0.257,0.423,0.251,0.36,1
778,0.454,0.559,0.007,0.226,0.363,0.408,0.244,0.498,2
779,0.356,0.462,0.007,0.278,0.318,0.332,0.423,0.412,1
780,0.432,0.547,0.007,0.254,0.297,0.454,0.416,0.446,2
781,0.49,0.592,0.006,0.25,0.384,0.454,0.416,0.515,2
782,0.44,0.501,0.009,0.387,0.278,0.5,0.233,0.446,1
783,0.489,0.528,0.007,0.411,0.257,0.484,0.323,0.532,1
784,0.426,0.474,0.008,0.387,0.427,0.469,0.502,0.446,1
785,0.348,0.392,0.01,0.411,0.257,0.423,0.355,0.343,1
786,0.403,0.428,0.011,0.452,0.214,0.408,0.283,0.412,1
787,0.482,0.492,0.009,0.431,0.297,0.576,0.387,0.48,1
788,0.495,0.516,0.009,0.379,0.344,0.637,0.297,0.463,1
789,0.588,0.583,0.009,0.464,0.594,0.591,0.466,0.583,2
790,0.552,0.522,0.008,0.484,0.214,0.637,0.294,0.532,1
791,0.569,0.568,0.009,0.48,0.214,0.622,0.219,0.566,1
792,0.555,0.589,0.009,0.375,0.344,0.576,0.394,0.549,1
793,0.55,0.618,0.007,0.254,0.446,0.561,0.427,0.532,2
794,0.343,0.409,0.01,0.323,0.573,0.377,0.774,0.36,1
795,0.311,0.342,0.012,0.46,0.297,0.362,0.28,0.343,1
796,0.452,0.455,0.01,0.476,0.467,0.591,0.441,0.463,1
797,0.547,0.613,0.008,0.319,0.236,0.561,0.28,0.549,1
798,0.49,0.604,0.01,0.121,0.278,0.5,0.351,0.532,2
799,0.476,0.563,0.011,0.194,0.236,0.622,0.305,0.498,1
800,0.62,0.613,0.008,0.375,0.13,0.698,0.133,0.583,1
801,0.666,0.63,0.006,0.387,0.594,0.668,0.416,0.652,1
802,0.537,0.539,0.009,0.395,0.467,0.606,0.326,0.498,1
803,0.525,0.53,0.009,0.427,0.318,0.591,0.351,0.515,1
804,0.555,0.58,0.007,0.335,0.318,0.5,0.366,0.618,2
805,0.522,0.552,0.008,0.423,0.427,0.53,0.502,0.532,1
806,0.589,0.514,0.009,0.48,0.318,0.729,0.244,0.515,1
807,0.692,0.584,0.006,0.468,0.344,0.744,0.333,0.618,1
808,0.626,0.623,0.004,0.44,0.533,0.698,0.509,0.635,1
809,0.539,0.568,0.007,0.391,0.446,0.545,0.405,0.532,1
810,0.569,0.547,0.009,0.411,0.344,0.606,0.312,0.532,2
811,0.614,0.512,0.009,0.48,0.363,0.698,0.362,0.549,1
812,0.678,0.564,0.008,0.452,0.446,0.698,0.466,0.635,1
813,0.642,0.648,0.009,0.347,0.363,0.622,0.287,0.721,2
814,0.576,0.685,0.009,0.21,0.17,0.576,0.179,0.618,2
815,0.625,0.757,0.006,0.202,0.236,0.576,0.219,0.686,2
816,0.668,0.799,0.003,0.177,0.236,0.606,0.319,0.738,2
817,0.469,0.514,0.005,0.355,0.66,0.606,0.81,0.498,1
818,0.428,0.421,0.01,0.399,0.363,0.469,0.344,0.412,1
819,0.408,0.43,0.011,0.48,0.318,0.454,0.444,0.446,1
820,0.381,0.405,0.012,0.46,0.195,0.377,0.283,0.429,1
821,0.413,0.537,0.01,0.121,0.214,0.362,0.323,0.498,1
822,0.416,0.539,0.009,0.109,0.406,0.362,0.477,0.498,1
823,0.404,0.486,0.009,0.185,0.363,0.393,0.57,0.463,1
824,0.428,0.472,0.009,0.46,0.257,0.439,0.308,0.446,1
825,0.504,0.538,0.009,0.319,0.278,0.591,0.312,0.48,1
826,0.596,0.627,0.008,0.323,0.318,0.591,0.29,0.583,2
827,0.535,0.559,0.01,0.335,0.344,0.53,0.33,0.515,2
828,0.54,0.482,0.01,0.44,0.257,0.591,0.179,0.48,1
829,0.661,0.645,0.007,0.407,0.236,0.744,0.251,0.635,1
830,0.719,0.676,0.006,0.383,0.297,0.713,0.272,0.669,2
831,0.631,0.691,0.006,0.347,0.214,0.622,0.262,0.686,2
832,0.566,0.701,0.006,0.194,0.108,0.53,0.108,0.601,2
833,0.597,0.735,0.006,0.202,0.17,0.53,0.151,0.669,2
834,0.587,0.674,0.007,0.258,0.318,0.576,0.211,0.601,2
835,0.593,0.578,0.008,0.452,0.257,0.576,0.233,0.566,1
836,0.611,0.574,0.01,0.415,0.13,0.622,0.147,0.566,1
837,0.64,0.591,0.01,0.391,0.108,0.606,0.111,0.686,2
838,0.662,0.633,0.008,0.339,0.13,0.652,0.179,0.669,1
839,0.683,0.635,0.006,0.278,0.214,0.713,0.165,0.635,1
840,0.736,0.679,0.006,0.306,0.297,0.713,0.258,0.721,1
841,0.606,0.661,0.005,0.286,0.512,0.698,0.548,0.566,2
842,0.56,0.59,0.007,0.435,0.236,0.576,0.269,0.515,2
843,0.603,0.7,0.005,0.262,0.318,0.561,0.323,0.669,2
844,0.606,0.611,0.009,0.403,0.406,0.606,0.477,0.601,2
845,0.657,0.623,0.009,0.48,0.278,0.729,0.219,0.601,1
846,0.759,0.667,0.008,0.48,0.427,0.713,0.459,0.755,2
847,0.696,0.622,0.009,0.411,0.297,0.713,0.24,0.704,2
848,0.735,0.766,0.007,0.359,0.384,0.759,0.405,0.755,2
849,0.7,0.674,0.008,0.431,0.493,0.713,0.43,0.704,1
850,0.638,0.587,0.01,0.46,0.512,0.652,0.448,0.618,1
851,0.692,0.594,0.01,0.46,0.257,0.729,0.197,0.635,1
852,0.721,0.643,0.008,0.319,0.406,0.713,0.423,0.789,1
853,0.601,0.577,0.008,0.294,0.384,0.591,0.337,0.583,2
854,0.578,0.543,0.007,0.48,0.384,0.637,0.276,0.515,1
855,0.673,0.597,0.007,0.427,0.493,0.683,0.545,0.669,1
856,0.613,0.525,0.008,0.423,0.257,0.606,0.301,0.618,1
857,0.701,0.601,0.008,0.419,0.493,0.82,0.28,0.618,2
858,0.798,0.759,0.006,0.435,0.149,0.79,0.125,0.721,2
859,0.859,0.78,0.005,0.48,0.257,0.835,0.341,0.841,1
860,0.686,0.638,0.008,0.448,0.363,0.774,0.437,0.669,1
861,0.65,0.581,0.009,0.452,0.17,0.652,0.215,0.635,1
862,0.709,0.611,0.01,0.452,0.257,0.713,0.222,0.669,1
863,0.725,0.667,0.009,0.456,0.363,0.713,0.38,0.704,1
864,0.75,0.71,0.008,0.403,0.297,0.729,0.38,0.772,2
865,0.749,0.835,0.006,0.254,0.257,0.698,0.305,0.806,2
866,0.699,0.81,0.006,0.153,0.278,0.652,0.244,0.755,2
867,0.649,0.773,0.007,0.23,0.257,0.591,0.301,0.704,2
868,0.591,0.703,0.009,0.27,0.257,0.515,0.269,0.669,2
869,0.608,0.728,0.009,0.206,0.17,0.545,0.194,0.686,2
870,0.672,0.718,0.008,0.31,0.214,0.668,0.244,0.704,1
871,0.699,0.757,0.008,0.343,0.195,0.683,0.151,0.686,1
872,0.745,0.729,0.009,0.375,0.108,0.744,0.147,0.704,1
873,0.78,0.724,0.008,0.379,0.13,0.774,0.09,0.721,1
874,0.794,0.704,0.007,0.448,0.149,0.759,0.176,0.789,1
875,0.788,0.779,0.008,0.407,0.13,0.759,0.147,0.789,1
876,0.792,0.815,0.008,0.351,0.108,0.744,0.154,0.806,1
877,0.803,0.796,0.007,0.367,0.17,0.805,0.143,0.772,1
878,0.832,0.774,0.006,0.48,0.236,0.79,0.262,0.806,1
879,0.801,0.752,0.007,0.44,0.195,0.774,0.172,0.755,1
880,0.774,0.759,0.008,0.415,0.257,0.759,0.272,0.772,1
881,0.754,0.735,0.009,0.375,0.236,0.713,0.276,0.738,1
882,0.787,0.771,0.009,0.367,0.214,0.744,0.19,0.824,1
883,0.782,0.799,0.008,0.31,0.195,0.744,0.201,0.772,2
884,0.798,0.846,0.006,0.343,0.278,0.759,0.233,0.789,2
885,0.815,0.847,0.006,0.278,0.195,0.759,0.211,0.824,2
886,0.819,0.813,0.007,0.31,0.13,0.82,0.172,0.772,1
887,0.852,0.858,0.006,0.31,0.318,0.805,0.297,0.841,2
888,0.826,0.813,0.005,0.343,0.236,0.805,0.222,0.806,2
889,0.843,0.759,0.006,0.395,0.17,0.835,0.154,0.824,1
890,0.836,0.827,0.007,0.399,0.384,0.835,0.158,0.806,2
891,0.911,0.864,0.006,0.444,0.214,0.912,0.258,0.909,1
892,0.943,0.911,0.005,0.444,0.236,0.866,0.262,0.978,1
893,0.865,0.914,0.006,0.407,0.493,0.851,0.272,0.841,2
894,0.896,0.917,0.007,0.395,0.214,0.881,0.219,0.927,1
895,0.873,0.864,0.008,0.383,0.236,0.82,0.323,0.892,2
896,0.826,0.897,0.007,0.399,0.446,0.835,0.355,0.824,2
897,0.837,0.888,0.008,0.411,0.363,0.82,0.254,0.806,2
898,0.831,0.796,0.009,0.48,0.214,0.79,0.194,0.841,1
899,0.843,0.877,0.008,0.48,0.278,0.805,0.254,0.858,1
900,0.897,0.931,0.007,0.399,0.195,0.866,0.297,0.909,1
901,0.881,0.927,0.007,0.387,0.427,0.851,0.294,0.892,2
902,0.814,0.892,0.007,0.363,0.195,0.805,0.165,0.841,1
903,0.882,0.936,0.006,0.391,0.384,0.881,0.33,0.875,2
904,0.839,0.81,0.006,0.44,0.384,0.881,0.412,0.841,1
905,0.759,0.782,0.008,0.435,0.257,0.744,0.323,0.772,2
906,0.73,0.752,0.009,0.48,0.297,0.698,0.333,0.738,1
907,0.744,0.79,0.009,0.391,0.13,0.774,0.161,0.738,2
908,0.8,0.823,0.008,0.444,0.13,0.759,0.168,0.806,1
909,0.801,0.809,0.008,0.423,0.344,0.79,0.333,0.789,1
910,0.872,0.902,0.007,0.335,0.467,0.835,0.226,0.875,2
911,0.847,0.882,0.008,0.371,0.17,0.835,0.208,0.824,1
912,0.819,0.9,0.008,0.282,0.257,0.774,0.326,0.841,2
913,0.849,0.94,0.008,0.29,0.278,0.82,0.33,0.858,2
914,0.885,0.945,0.007,0.343,0.297,0.851,0.405,0.909,1
915,0.918,0.977,0.007,0.419,0.257,0.881,0.262,0.944,1
916,0.881,0.875,0.008,0.419,0.278,0.866,0.283,0.841,1
917,0.884,0.902,0.008,0.452,0.149,0.851,0.154,0.875,1
918,0.91,0.941,0.008,0.444,0.195,0.881,0.251,0.909,1
919,0.916,0.957,0.007,0.387,0.17,0.866,0.226,0.909,1
920,0.897,0.934,0.007,0.403,0.149,0.866,0.215,0.875,1
921,0.907,0.938,0.007,0.306,0.149,0.866,0.172,0.909,1
922,0.891,0.953,0.008,0.274,0.149,0.835,0.176,0.927,2
923,0.864,0.949,0.008,0.323,0.17,0.805,0.168,0.892,2
924,0.875,0.943,0.008,0.286,0.108,0.82,0.143,0.892,1
925,0.873,0.929,0.008,0.387,0.278,0.82,0.28,0.858,2
926,0.913,0.985,0.007,0.383,0.214,0.866,0.24,0.927,1
927,0.952,0.968,0.007,0.367,0.17,0.912,0.272,0.944,1
928,0.951,0.964,0.007,0.391,0.17,0.897,0.208,0.944,1
929,0.904,0.96,0.007,0.415,0.195,0.881,0.183,0.944,2
930,0.849,0.961,0.008,0.266,0.17,0.774,0.168,0.909,2
931,0.821,0.849,0.01,0.375,0.17,0.759,0.265,0.824,1
932,0.798,0.803,0.01,0.399,0.149,0.744,0.222,0.841,1
933,0.793,0.803,0.01,0.472,0.236,0.759,0.272,0.806,1
934,0.808,0.85,0.009,0.431,0.17,0.79,0.211,0.824,2
935,0.872,0.944,0.008,0.258,0.13,0.82,0.161,0.875,1
936,0.908,0.966,0.008,0.274,0.13,0.881,0.161,0.927,1
937,0.894,0.92,0.009,0.435,0.195,0.866,0.179,0.909,1
938,0.812,0.81,0.01,0.48,0.13,0.79,0.226,0.824,1
939,0.781,0.783,0.009,0.472,0.108,0.759,0.129,0.772,1
940,0.801,0.84,0.009,0.427,0.149,0.774,0.186,0.806,1
941,0.81,0.827,0.008,0.399,0.214,0.79,0.247,0.806,1
942,0.802,0.849,0.007,0.335,0.236,0.774,0.276,0.789,1
943,0.792,0.848,0.008,0.331,0.214,0.744,0.294,0.858,2
944,0.689,0.793,0.009,0.27,0.214,0.652,0.251,0.755,2
945,0.743,0.857,0.008,0.185,0.149,0.683,0.201,0.806,2
946,0.78,0.845,0.009,0.339,0.108,0.744,0.122,0.806,1
947,0.802,0.874,0.007,0.371,0.236,0.759,0.28,0.841,1
948,0.842,0.889,0.004,0.395,0.214,0.851,0.19,0.824,1
949,0.864,0.936,0.005,0.387,0.195,0.82,0.229,0.875,1
950,0.801,0.848,0.008,0.395,0.236,0.79,0.308,0.841,2
951,0.741,0.807,0.009,0.423,0.17,0.713,0.154,0.755,2
952,0.773,0.881,0.008,0.27,0.13,0.744,0.179,0.824,2
953,0.812,0.863,0.008,0.395,0.257,0.774,0.244,0.841,2
954,0.784,0.803,0.009,0.431,0.149,0.759,0.125,0.755,1
955,0.807,0.841,0.009,0.427,0.087,0.774,0.115,0.789,1
956,0.816,0.866,0.009,0.415,0.195,0.805,0.19,0.789,1
957,0.867,0.924,0.008,0.444,0.214,0.881,0.208,0.875,2
958,0.9,0.959,0.007,0.387,0.195,0.881,0.179,0.892,1
959,0.888,0.924,0.008,0.383,0.13,0.835,0.147,0.892,1
960,0.871,0.95,0.008,0.319,0.149,0.82,0.161,0.892,2
961,0.866,0.934,0.007,0.298,0.149,0.82,0.176,0.909,2
962,0.884,0.924,0.007,0.302,0.236,0.82,0.301,0.892,1
963,0.878,0.934,0.007,0.339,0.257,0.835,0.211,0.892,2
964,0.878,0.92,0.007,0.363,0.13,0.82,0.183,0.875,1
965,0.876,0.94,0.008,0.315,0.195,0.82,0.226,0.892,2
966,0.821,0.931,0.009,0.347,0.703,0.759,0.254,0.858,2
967,0.756,0.798,0.011,0.419,0.214,0.698,0.294,0.772,1
968,0.72,0.764,0.01,0.48,0.214,0.698,0.237,0.721,1
969,0.764,0.812,0.008,0.448,0.149,0.805,0.247,0.755,1
970,0.84,0.906,0.008,0.371,0.108,0.82,0.143,0.841,1
971,0.853,0.929,0.007,0.306,0.149,0.79,0.186,0.892,1
972,0.836,0.92,0.007,0.274,0.17,0.79,0.161,0.858,1
973,0.797,0.788,0.008,0.403,0.278,0.759,0.323,0.806,2
974,0.72,0.744,0.008,0.44,0.17,0.683,0.186,0.704,1
975,0.728,0.757,0.008,0.444,0.195,0.729,0.151,0.721,1
976,0.757,0.774,0.007,0.431,0.297,0.759,0.301,0.755,1
977,0.786,0.866,0.008,0.286,0.149,0.759,0.186,0.806,2
978,0.792,0.9,0.008,0.149,0.13,0.759,0.176,0.841,1
979,0.812,0.895,0.008,0.27,0.236,0.805,0.244,0.824,1
980,0.85,0.915,0.006,0.298,0.297,0.805,0.333,0.892,2
981,0.789,0.801,0.007,0.327,0.17,0.774,0.154,0.755,1
982,0.834,0.876,0.006,0.335,0.236,0.851,0.276,0.841,1
983,0.833,0.876,0.006,0.31,0.363,0.805,0.326,0.858,1
984,0.661,0.669,0.01,0.391,0.318,0.652,0.427,0.686,1
985,0.645,0.67,0.011,0.435,0.13,0.622,0.122,0.652,2
986,0.649,0.772,0.009,0.254,0.149,0.591,0.226,0.721,2
987,0.678,0.807,0.009,0.173,0.214,0.606,0.262,0.738,2
988,0.699,0.776,0.009,0.282,0.108,0.668,0.172,0.721,1
989,0.729,0.769,0.008,0.335,0.149,0.774,0.143,0.686,1
990,0.755,0.804,0.007,0.444,0.214,0.774,0.133,0.738,1
991,0.778,0.833,0.006,0.464,0.214,0.744,0.287,0.806,1
992,0.752,0.703,0.007,0.456,0.344,0.729,0.333,0.721,2
993,0.738,0.652,0.006,0.444,0.406,0.774,0.312,0.704,1
994,0.735,0.68,0.008,0.431,0.13,0.744,0.161,0.704,1
995,0.75,0.733,0.008,0.452,0.17,0.805,0.133,0.704,1
996,0.795,0.784,0.007,0.411,0.214,0.835,0.208,0.755,1
997,0.872,0.829,0.005,0.387,0.363,0.851,0.358,0.858,1
998,0.787,0.72,0.006,0.444,0.297,0.79,0.244,0.738,1
999,0.825,0.812,0.007,0.387,0.17,0.805,0.215,0.841,1
1000,0.842,0.867,0.007,0.371,0.257,0.851,0.265,0.841,1
1001,0.83,0.864,0.007,0.387,0.363,0.774,0.358,0.858,1
1002,0.797,0.877,0.006,0.306,0.363,0.713,0.505,0.841,2
1003,0.671,0.681,0.008,0.371,0.297,0.668,0.276,0.635,2
1004,0.686,0.732,0.009,0.452,0.318,0.744,0.24,0.686,2
1005,0.808,0.872,0.008,0.31,0.446,0.759,0.455,0.841,1
1006,0.771,0.867,0.004,0.226,0.533,0.729,0.581,0.806,2
1007,0.6,0.624,0.006,0.371,0.573,0.591,0.538,0.635,2
1008,0.562,0.565,0.01,0.48,0.195,0.622,0.183,0.532,1
1009,0.633,0.673,0.01,0.472,0.236,0.637,0.129,0.652,2
1010,0.629,0.673,0.011,0.367,0.17,0.606,0.168,0.635,1
1011,0.619,0.674,0.01,0.391,0.17,0.622,0.151,0.618,1
1012,0.625,0.668,0.008,0.427,0.318,0.652,0.287,0.618,1
1013,0.637,0.685,0.008,0.379,0.344,0.591,0.369,0.686,1
1014,0.537,0.598,0.011,0.44,0.149,0.53,0.129,0.549,1
1015,0.539,0.543,0.011,0.44,0.17,0.5,0.208,0.549,1
1016,0.501,0.53,0.01,0.411,0.297,0.484,0.24,0.549,2
1017,0.57,0.652,0.007,0.335,0.214,0.561,0.254,0.601,2
1018,0.611,0.75,0.006,0.048,0.214,0.53,0.215,0.669,2
1019,0.526,0.664,0.008,0.109,0.427,0.484,0.455,0.583,2
1020,0.44,0.561,0.008,0.093,0.427,0.408,0.602,0.498,2
1021,0.345,0.467,0.009,0.298,0.214,0.362,0.251,0.36,1
1022,0.446,0.556,0.008,0.335,0.13,0.454,0.186,0.48,1
1023,0.478,0.606,0.008,0.173,0.13,0.53,0.125,0.463,1
1024,0.594,0.717,0.006,0.246,0.195,0.606,0.211,0.635,1
1025,0.583,0.69,0.005,0.323,0.278,0.591,0.168,0.601,2
1026,0.577,0.675,0.005,0.419,0.554,0.576,0.376,0.601,2
1027,0.521,0.601,0.006,0.371,0.616,0.484,0.652,0.549,2
1028,0.441,0.543,0.007,0.274,0.594,0.393,0.656,0.498,2
1029,0.436,0.552,0.008,0.363,0.236,0.469,0.226,0.446,2
1030,0.485,0.621,0.009,0.278,0.297,0.439,0.301,0.566,2
1031,0.478,0.602,0.011,0.222,0.236,0.439,0.319,0.549,1
1032,0.493,0.628,0.01,0.25,0.257,0.439,0.208,0.549,1
1033,0.472,0.612,0.009,0.27,0.149,0.454,0.215,0.515,1
1034,0.493,0.632,0.009,0.165,0.318,0.439,0.287,0.566,2
1035,0.412,0.497,0.01,0.411,0.363,0.377,0.341,0.446,1
1036,0.38,0.476,0.01,0.431,0.13,0.393,0.118,0.412,1
1037,0.38,0.504,0.009,0.242,0.13,0.377,0.161,0.429,1
1038,0.451,0.578,0.006,0.266,0.236,0.408,0.326,0.515,2
1039,0.387,0.475,0.007,0.363,0.384,0.393,0.326,0.395,2
1040,0.382,0.491,0.009,0.278,0.427,0.332,0.495,0.429,1
1041,0.332,0.415,0.011,0.431,0.297,0.393,0.28,0.343,1
1042,0.413,0.485,0.01,0.431,0.214,0.484,0.24,0.412,1
1043,0.454,0.508,0.008,0.383,0.087,0.53,0.097,0.429,1
1044,0.447,0.537,0.009,0.31,0.13,0.53,0.168,0.429,1
1045,0.536,0.592,0.007,0.375,0.214,0.53,0.204,0.566,1
1046,0.393,0.529,0.008,0.085,0.195,0.423,0.254,0.429,1
1047,0.431,0.54,0.008,0.157,0.297,0.393,0.326,0.48,1
1048,0.428,0.547,0.009,0.27,0.13,0.469,0.125,0.446,1
1049,0.466,0.583,0.009,0.319,0.257,0.515,0.287,0.48,1
1050,0.551,0.63,0.007,0.339,0.17,0.622,0.172,0.532,1
1051,0.543,0.589,0.008,0.391,0.297,0.545,0.283,0.566,1
1052,0.565,0.578,0.006,0.399,0.344,0.622,0.344,0.583,1
1053,0.548,0.662,0.006,0.359,0.195,0.515,0.219,0.566,1
1054,0.524,0.645,0.007,0.21,0.257,0.484,0.358,0.566,2
1055,0.486,0.603,0.007,0.282,0.297,0.454,0.441,0.532,2
1056,0.438,0.57,0.009,0.339,0.195,0.408,0.254,0.515,1
1057,0.467,0.604,0.008,0.29,0.149,0.423,0.208,0.549,2
1058,0.427,0.565,0.008,0.137,0.344,0.408,0.351,0.48,2
1059,0.359,0.492,0.007,0.294,0.554,0.347,0.38,0.412,1
1060,0.321,0.44,0.009,0.319,0.384,0.286,0.516,0.395,1
1061,0.352,0.489,0.01,0.399,0.297,0.332,0.348,0.429,1
1062,0.311,0.449,0.009,0.27,0.214,0.301,0.176,0.36,1
1063,0.395,0.534,0.007,0.109,0.195,0.347,0.287,0.463,1
1064,0.411,0.55,0.006,0.117,0.17,0.362,0.244,0.48,2
1065,0.393,0.529,0.008,0.19,0.318,0.347,0.452,0.48,1
1066,0.371,0.504,0.01,0.278,0.318,0.332,0.43,0.429,1
1067,0.331,0.462,0.011,0.286,0.195,0.332,0.233,0.343,1
1068,0.387,0.497,0.009,0.375,0.214,0.439,0.201,0.395,1
1069,0.397,0.529,0.009,0.355,0.108,0.408,0.104,0.412,1
1070,0.421,0.546,0.008,0.399,0.149,0.454,0.204,0.446,1
1071,0.483,0.589,0.008,0.415,0.149,0.469,0.204,0.515,1
1072,0.433,0.563,0.008,0.383,0.214,0.454,0.179,0.463,1
1073,0.474,0.569,0.007,0.327,0.087,0.469,0.093,0.498,1
1074,0.47,0.563,0.008,0.343,0.318,0.469,0.222,0.498,1
1075,0.447,0.498,0.01,0.411,0.278,0.423,0.305,0.498,1
1076,0.367,0.464,0.009,0.343,0.214,0.347,0.251,0.412,2
1077,0.422,0.533,0.008,0.133,0.17,0.362,0.219,0.515,2
1078,0.417,0.534,0.009,0.109,0.13,0.362,0.154,0.498,1
1079,0.418,0.54,0.007,0.109,0.257,0.362,0.294,0.498,1
1080,0.412,0.516,0.007,0.21,0.257,0.362,0.33,0.498,1
1081,0.399,0.484,0.008,0.363,0.236,0.393,0.258,0.429,1
1082,0.369,0.475,0.008,0.395,0.214,0.377,0.233,0.378,1
1083,0.441,0.513,0.006,0.371,0.406,0.393,0.409,0.515,1
1084,0.399,0.482,0.006,0.331,0.344,0.393,0.294,0.429,1
1085,0.435,0.506,0.007,0.347,0.66,0.423,0.473,0.48,2
1086,0.402,0.476,0.01,0.387,0.257,0.393,0.269,0.446,1
1087,0.502,0.561,0.007,0.435,0.236,0.5,0.315,0.515,1
1088,0.533,0.623,0.007,0.383,0.236,0.576,0.229,0.515,1
1089,0.464,0.568,0.007,0.298,0.384,0.5,0.337,0.429,1
1090,0.308,0.409,0.009,0.254,0.257,0.286,0.276,0.378,2
1091,0.373,0.491,0.008,0.161,0.108,0.347,0.115,0.446,2
1092,0.421,0.531,0.009,0.149,0.297,0.362,0.254,0.498,2
1093,0.399,0.506,0.009,0.246,0.257,0.347,0.362,0.48,2
1094,0.394,0.5,0.007,0.206,0.278,0.347,0.355,0.463,1
1095,0.317,0.414,0.007,0.198,0.446,0.316,0.437,0.326,1
1096,0.209,0.279,0.01,0.399,0.195,0.225,0.197,0.24,1
1097,0.258,0.347,0.01,0.395,0.17,0.271,0.168,0.292,1
1098,0.285,0.386,0.009,0.25,0.318,0.271,0.326,0.309,2
1099,0.173,0.239,0.011,0.407,0.195,0.209,0.226,0.223,1
1100,0.298,0.404,0.009,0.25,0.214,0.286,0.237,0.343,2
1101,0.353,0.465,0.008,0.202,0.257,0.316,0.237,0.429,1
1102,0.392,0.511,0.007,0.125,0.318,0.377,0.323,0.463,2
1103,0.327,0.441,0.008,0.25,0.214,0.377,0.197,0.309,1
1104,0.272,0.362,0.009,0.278,0.195,0.286,0.183,0.326,1
1105,0.303,0.409,0.009,0.25,0.17,0.301,0.168,0.343,1
1106,0.37,0.474,0.007,0.198,0.278,0.332,0.412,0.429,2
1107,0.362,0.474,0.008,0.145,0.278,0.332,0.394,0.446,1
1108,0.347,0.455,0.009,0.165,0.149,0.286,0.272,0.429,1
1109,0.359,0.47,0.008,0.222,0.384,0.362,0.258,0.412,1
1110,0.335,0.43,0.009,0.254,0.363,0.316,0.362,0.395,1
1111,0.38,0.476,0.007,0.27,0.195,0.423,0.201,0.412,1
1112,0.384,0.498,0.008,0.177,0.068,0.408,0.082,0.395,1
1113,0.384,0.499,0.008,0.129,0.087,0.439,0.104,0.412,1
1114,0.464,0.554,0.007,0.335,0.278,0.5,0.168,0.498,1
1115,0.484,0.574,0.008,0.31,0.236,0.454,0.258,0.498,1
1116,0.474,0.572,0.008,0.319,0.17,0.515,0.186,0.498,1
1117,0.505,0.591,0.007,0.367,0.149,0.5,0.233,0.532,2
1118,0.449,0.571,0.007,0.105,0.278,0.439,0.29,0.498,2
1119,0.401,0.515,0.008,0.173,0.236,0.347,0.211,0.48,1
1120,0.362,0.462,0.01,0.246,0.195,0.347,0.258,0.378,1
1121,0.307,0.418,0.01,0.222,0.149,0.316,0.194,0.326,1
1122,0.382,0.479,0.009,0.185,0.149,0.347,0.226,0.429,1
1123,0.402,0.451,0.009,0.278,0.108,0.423,0.183,0.446,1
1124,0.423,0.466,0.009,0.31,0.087,0.454,0.086,0.429,1
1125,0.44,0.499,0.008,0.327,0.17,0.5,0.133,0.429,1
1126,0.485,0.533,0.007,0.319,0.13,0.484,0.197,0.532,1
1127,0.487,0.594,0.007,0.149,0.278,0.454,0.269,0.532,2
1128,0.44,0.534,0.007,0.327,0.344,0.377,0.495,0.515,2
1129,0.439,0.518,0.009,0.363,0.17,0.484,0.194,0.463,1
1130,0.457,0.552,0.008,0.294,0.297,0.484,0.219,0.48,1
1131,0.433,0.543,0.009,0.149,0.257,0.439,0.337,0.498,1
1132,0.554,0.627,0.007,0.294,0.318,0.53,0.358,0.601,1
1133,0.534,0.616,0.006,0.266,0.236,0.5,0.305,0.583,2
1134,0.474,0.584,0.005,0.137,0.278,0.439,0.38,0.532,2
1135,0.482,0.592,0.006,0.153,0.236,0.423,0.369,0.566,2
1136,0.483,0.584,0.007,0.27,0.195,0.423,0.287,0.566,2
1137,0.479,0.586,0.008,0.23,0.17,0.423,0.254,0.549,2
1138,0.51,0.583,0.008,0.286,0.195,0.53,0.211,0.549,1
1139,0.573,0.652,0.007,0.266,0.214,0.576,0.326,0.583,2
1140,0.59,0.658,0.007,0.31,0.17,0.561,0.194,0.635,2
1141,0.538,0.592,0.008,0.31,0.297,0.561,0.183,0.498,1
1142,0.635,0.653,0.005,0.306,0.493,0.622,0.581,0.686,2
1143,0.552,0.565,0.004,0.319,0.318,0.591,0.319,0.549,1
1144,0.443,0.512,0.005,0.222,0.344,0.454,0.405,0.498,1
1145,0.393,0.478,0.006,0.238,0.446,0.347,0.437,0.463,1
1146,0.377,0.467,0.007,0.218,0.384,0.332,0.52,0.446,1
1147,0.398,0.5,0.008,0.234,0.363,0.377,0.398,0.463,1
1148,0.411,0.493,0.008,0.294,0.363,0.362,0.513,0.48,1
1149,0.38,0.445,0.008,0.347,0.214,0.362,0.337,0.446,1
1150,0.405,0.488,0.009,0.226,0.17,0.362,0.172,0.463,1
1151,0.394,0.468,0.009,0.266,0.257,0.377,0.168,0.412,1
1152,0.413,0.5,0.008,0.226,0.344,0.362,0.452,0.498,2
1153,0.401,0.519,0.007,0.024,0.533,0.347,0.753,0.463,1
1154,0.273,0.342,0.01,0.274,0.554,0.301,0.792,0.309,1
1155,0.204,0.275,0.013,0.278,0.384,0.225,0.326,0.223,1
